bucket,n_slates,mae_A_mean,mae_A_median,mae_A_std,mae_B_mean,mae_B_median,mae_B_std,mae_C_mean,mae_C_median,mae_C_std,A_better,C_better
0-10,3,2.284448606165832,2.4312376211189846,0.7093781992950386,3.2474024039568103,3.623263364342893,0.7498162313884693,1.3858728552256399,0.9629184844198532,0.6933992132215885,True,True
10-20,3,6.212391307722544,6.29026758462265,0.5545383902455352,3.283706960762686,3.6404609357992097,0.7330182430213826,6.177853209034446,6.233052266867746,0.11880143349913311,False,False
20-30,3,6.560465499226961,7.1737394547971665,0.8919546295081592,6.080825355960489,5.910035509669142,0.29052225173465235,6.802132661815539,7.262653549963252,1.1793214965867853,False,False
30+,3,4.2010435649560165,3.670835279720036,1.8794766775635272,5.603976720467469,5.053411833797976,1.8900804051559033,3.8917334442788767,3.4850696418565668,1.8124687170082863,True,True
