bucket,n_slates,mae_A_mean,mae_A_median,mae_A_std,mae_B_mean,mae_B_median,mae_B_std,mae_C_mean,mae_C_median,mae_C_std,mae_D_mean,mae_D_median,mae_D_std,mae_E_mean,mae_E_median,mae_E_std,mae_F_mean,mae_F_median,mae_F_std,mae_M_mean,mae_M_median,mae_M_std,mae_N_mean,mae_N_median,mae_N_std,mae_P_mean,mae_P_median,mae_P_std,winner,A_better,C_better,D_better,E_better,F_better,M_better,N_better,P_better
0-10,11,4.476978782353739,3.8299586967067043,2.177293824668417,4.655441676309424,3.9181819884093683,1.6157960220752605,3.5931879024041895,2.363532723483404,2.2448671402975893,3.5964401514364464,2.5410288155313343,2.058120648341119,3.7296413292945134,2.6315781937078646,2.043923888645333,4.325115225858036,3.632383722601753,1.5914921230788768,,,,,,,10.914555063145121,9.603124118414948,4.8546336431881825,C,True,True,True,True,True,,,False
10-20,11,6.489455124242437,6.447117609416246,0.7084842924351189,5.459123285602439,4.453654545630751,2.136768956910383,7.415187750897285,6.51642478888241,1.5068645761902695,7.205230590515918,6.259876220500381,1.6058752505278913,7.116535928894965,6.649400567171704,1.6284636356999773,5.929958563575543,4.899606649219424,1.9591278753199455,,,,,,,7.452487410384564,5.949308260822422,3.147746356162627,B,False,False,False,False,False,,,False
20-30,11,7.0666677911515565,7.208446708580577,0.9528344690678019,6.44237888256164,6.373812019896431,0.720674727333558,7.4600820638975796,7.549089113313327,1.27295477044352,7.703880508127858,7.856174018878426,1.0092067497028068,7.573068401888569,7.756347067891263,1.0970877823782004,7.336948305769308,7.180165828830198,0.6633093225480211,,,,,,,7.4018149539162215,5.499195073254175,3.917838335654969,B,False,False,False,False,False,,,False
30+,11,5.810420927021763,6.290593815121882,1.975853462334671,5.678487945345555,5.405175824953669,1.3093604799086036,5.075920459447743,5.524981410504075,1.3149758964228262,4.733869269585015,5.205201597610056,1.174028942153573,4.778944681110163,5.36216036106856,1.2950037444445186,4.858523566710072,4.837860952260398,1.1941266624553555,,,,,,,10.103578228817078,6.578966315855396,6.859992069825335,D,False,True,True,True,True,,,False
