period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2438,180970,NBA $600K MEGA SLAM Jam [$150K to 1st],4,3003,222.0,600000.0
2438,180971,NBA $333K Zone Special [$100K to 1st],4,79270,5.0,333333.0
2438,180977,NBA Single Entry $5 Double Up,1,689,5.0,3000.0
2438,180988,NBA $2 Double Up,1,1724,2.0,3000.0
2438,180998,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2438,181000,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2438,181003,NBA $60K Fadeaway [$20K to 1st] (Night),4,3921,18.0,60000.0
2438,181004,NBA $5K And-One (Night),4,5945,1.0,5000.0
2438,181033,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (SAS @ ORL),4,1764,10.0,15000.0
2438,181034,NBA Showdown $2.1K mini-MAX [150 Entry Max] (SAS @ ORL),4,5112,0.5,2150.0
2438,181038,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (CHA @ NYK),4,1176,10.0,10000.0
2438,181039,NBA Showdown $2K And-One (CHA @ NYK),4,2378,1.0,2000.0
2438,181042,NBA Showdown $60K Fadeaway [$20K to 1st] (MIA @ DAL),4,3921,18.0,60000.0
2438,181044,NBA Showdown $2.5K mini-MAX [150 Entry Max] (MIA @ DAL),4,5945,0.5,2500.0
