period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2424,179834,NBA $333K Fadeaway [$100K to 1st],4,26117,15.0,333000.0
2424,179843,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2424,179856,NBA $2 Double Up,1,1149,2.0,2000.0
2424,179862,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2424,179864,NBA Showdown $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2424,179867,NBA $150K Fadeaway [$50K to 1st] (Night),4,9803,18.0,150000.0
2424,179872,NBA $6K mini-MAX [150 Entry Max] (Night),4,14268,0.5,6000.0
2424,179904,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (GSW @ ORL),4,1176,10.0,10000.0
2424,179906,NBA Showdown $2.1K mini-MAX [150 Entry Max] (GSW @ ORL),4,5112,0.5,2150.0
2424,179909,NBA Showdown $20K Pull Up Jumper [$5K to 1st] (MEM @ SAS),4,2352,10.0,20000.0
2424,179910,NBA Showdown $2.1K mini-MAX [150 Entry Max] (MEM @ SAS),4,5112,0.5,2150.0
2424,179914,NBA Showdown $100K Fadeaway [$20K to 1st] (PHX @ POR),4,6535,18.0,100000.0
2424,179918,NBA Showdown $4K mini-MAX [150 Entry Max] (PHX @ POR),4,9512,0.5,4000.0
