period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2421,179625,NBA $200K Fadeaway [$50K to 1st],4,15686,15.0,200000.0
2421,179628,NBA $20K mini-MAX [150 Max Entry],4,47562,0.5,20000.0
2421,179641,NBA $2 Double Up,1,1149,2.0,2000.0
2421,179643,NBA $35K Fadeaway [$10K to 1st] (Night),4,2745,15.0,35000.0
2421,179647,NBA $2.1K mini-MAX [150 Entry Max] (Night),4,5112,0.5,2150.0
2421,179669,NBA Showdown $30K Fadeaway [$10K to 1st] (MEM @ CLE),4,2352,15.0,30000.0
2421,179671,NBA Showdown $2.1K mini-MAX [150 Entry Max] (MEM @ CLE),4,5112,0.5,2150.0
2421,179674,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (OKC @ CHA),4,705,10.0,6000.0
2421,179677,NBA Showdown $200 Dime Time [Just $0.10!] (OKC @ CHA),4,2378,0.1,200.0
2421,179678,NBA Showdown $30K Fadeaway [$10K to 1st] (LAL @ MIL),4,1960,18.0,30000.0
2421,179679,NBA Showdown $3K And-One [20 Entry Max] (LAL @ MIL),4,3567,1.0,3000.0
