period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2407,178500,NBA $150K Fadeaway [$50K to 1st],4,11764,15.0,150000.0
2407,178501,NBA $15K mini-MAX [150 Entry Max],4,35671,0.5,15000.0
2407,178512,NBA $2 Double Up,1,1149,2.0,2000.0
2407,178514,NBA $50K Fadeaway [$10K to 1st]  (Night),4,3921,15.0,50000.0
2407,178515,NBA $5K And-One (Night),4,5945,1.0,5000.0
2407,178541,NBA Showdown $30K Fadeaway [$10K to 1st] (SAC @ MIL),4,2352,15.0,30000.0
2407,178543,NBA Showdown $2.1K mini-MAX [150 Entry Max] (SAC @ MIL),4,5112,0.5,2150.0
2407,178545,NBA Showdown $500 Quarter Jukebox [Just $0.25!] (MIN @ CHA),4,2378,0.25,500.0
2407,178546,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (MIN @ CHA),4,705,10.0,6000.0
2407,178550,NBA Showdown $500 Quarter Jukebox [Just $0.25!] (GSW @ IND),4,2378,0.25,500.0
2407,178551,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (GSW @ IND),4,941,10.0,8000.0
2407,178557,NBA Showdown $3K mini-MAX [150 Entry Max] (DAL @ DET),4,7134,0.5,3000.0
2407,178558,NBA Showdown $70K Fadeaway [$20K to 1st] (DAL @ DET),4,5490,15.0,70000.0
