period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2437,180877,NBA $300K Fadeaway [$100K to 1st],4,23529,15.0,300000.0
2437,180886,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2437,180894,NBA Single Entry $10 Double Up,1,344,10.0,3000.0
2437,180895,NBA $2 Double Up,1,1149,2.0,2000.0
2437,180904,NBA $60K Fadeaway [$20K to 1st] (Night),4,4705,15.0,60000.0
2437,180907,NBA $3K mini-MAX [150 Entry Max] (Night),4,7134,0.5,3000.0
2437,180941,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (WAS @ PHI),4,941,10.0,8000.0
2437,180942,NBA Showdown $2.1K mini-MAX [150 Entry Max] (WAS @ PHI),4,5112,0.5,2150.0
2437,180946,NBA Showdown $15K Fadeaway [$5K to 1st] (POR @ TOR),4,1176,15.0,15000.0
2437,180947,NBA Showdown $2K And-One (POR @ TOR),4,2378,1.0,2000.0
2437,180950,NBA Showdown $15K Fadeaway [$5K to 1st] (NYK @ BOS),4,1176,15.0,15000.0
2437,180951,NBA Showdown $2K And-One (NYK @ BOS),4,2378,1.0,2000.0
2437,180954,NBA Showdown $175K Fadeaway [$50K to 1st] (OKC @ GSW),4,11437,18.0,175000.0
2437,180956,NBA Showdown $12.5K And-One [20 Entry Max] (OKC @ GSW),4,14863,1.0,12500.0
