period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2401,177961,NBA $5K And-One (Early),4,5945,1.0,5000.0
2401,177966,NBA $20K Fadeaway [$5K to 1st] (Early),4,1568,15.0,20000.0
2401,177967,NBA $10K mini-MAX [150 Entry Max],4,23781,0.5,10000.0
2401,177973,NBA $2 Double Up,1,574,2.0,1000.0
2401,177976,NBA $150K Fadeaway [$50K to 1st],4,9803,18.0,150000.0
2401,177980,NBA $400 Quarter Jukebox [Just $0.25!] (Turbo),4,1902,0.25,400.0
2401,177983,NBA $6K Pull Up Jumper [$2K to 1st] (Turbo),4,705,10.0,6000.0
2401,177988,NBA $5K And-One (Night),4,5945,1.0,5000.0
2401,177990,NBA $35K Fadeaway [$10K to 1st] (Night),4,2745,15.0,35000.0
2401,178007,NBA Showdown $500 Quarter Jukebox [Just $0.25!] (BKN @ SAS),4,2378,0.25,500.0
2401,178009,NBA Showdown $3K Pull Up Jumper [$1K to 1st] (BKN @ SAS),4,352,10.0,3000.0
2401,178011,NBA Showdown $250 Quarter Jukebox [Just $0.25!]  (BOS @ DET),4,1189,0.25,250.0
2401,178012,NBA Showdown $4K Fadeaway [$1K to 1st] (BOS @ DET),4,313,15.0,4000.0
2401,178014,NBA Showdown $4K Pull Up Jumper [$1K to 1st] (MIL @ CLE),4,470,10.0,4000.0
2401,178015,NBA Showdown $1.25K And-One [20 Entry Max] (MIL @ CLE),4,1486,1.0,1250.0
2401,178019,NBA Showdown $40K Fadeaway [$10K to 1st]  (LAL @ SAC),4,3137,15.0,40000.0
2401,178020,NBA Showdown $6K And-One (LAL @ SAC),4,7134,1.0,6000.0
