period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2427,180086,NBA $333K Fadeaway [$100K to 1st],4,26117,15.0,333000.0
2427,180087,NBA $350K Alley Oop [$100K to 1st],4,700,555.0,350000.0
2427,180096,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2427,180104,NBA $2 Double Up,1,1724,2.0,3000.0
2427,180114,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2427,180116,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2427,180119,NBA $10K Pull Up Jumper [$2K to 1st] (Turbo),4,1176,10.0,10000.0
2427,180120,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2427,180124,NBA $10K Pull Up Jumper [$2K to 1st] (Turbo),4,1176,10.0,10000.0
2427,180125,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2427,180129,NBA $120K Fadeaway [$30K to 1st] (Night),4,7843,18.0,120000.0
2427,180133,NBA $5K mini-MAX [150 Entry Max] (Night),4,11890,0.5,5000.0
2427,180162,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (IND @ CLE),4,1764,10.0,15000.0
2427,180163,NBA Showdown $2.1K mini-MAX [150 Entry Max] (IND @ CLE),4,5112,0.5,2150.0
2427,180167,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (NOP @ DAL),4,1176,10.0,10000.0
2427,180170,NBA Showdown $200 Dime Time [Just $0.10!] (NOP @ DAL),4,2378,0.1,200.0
2427,180171,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (DEN @ HOU),4,1176,10.0,10000.0
2427,180174,NBA Showdown $200 Dime Time [Just $0.10!] (DEN @ HOU),4,2378,0.1,200.0
2427,180175,NBA Showdown $60K Fadeaway [$20K to 1st] (POR @ GSW),4,4705,15.0,60000.0
2427,180176,NBA Showdown $5K And-One (POR @ GSW),4,5945,1.0,5000.0
