period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2430,180316,NBA $300K Mega 8's [$100K to 1st],4,375,888.0,300000.0
2430,180317,NBA $200K Fadeaway [$50K to 1st],4,15686,15.0,200000.0
2430,180323,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2430,180334,NBA $2 Double Up,1,1724,2.0,3000.0
2430,180338,NBA $8K Pull Up Jumper [$2K to 1st] (Turbo),4,941,10.0,8000.0
2430,180339,NBA $2K And-One (Turbo),4,2378,1.0,2000.0
2430,180342,NBA $8K Pull Up Jumper [$2K to 1st] (Turbo),4,941,10.0,8000.0
2430,180343,NBA $2K And-One (Turbo),4,2378,1.0,2000.0
2430,180346,NBA $80K Fadeaway [$20K to 1st] (Night),4,5228,18.0,80000.0
2430,180350,NBA $4K mini-MAX [150 Entry Max] (Night),4,9512,0.5,4000.0
2430,180377,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (CLE @ TOR),4,941,10.0,8000.0
2430,180380,NBA Showdown $200 Dime Time [Just $0.10!] (CLE @ TOR),4,2378,0.1,200.0
2430,180381,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (HOU @ PHX),4,705,10.0,6000.0
2430,180384,NBA Showdown $200 Dime Time [Just $0.10!] (HOU @ PHX),4,2378,0.1,200.0
2430,180385,NBA Showdown $60K Fadeaway [$20K to 1st] (UTA @ GSW),4,3921,18.0,60000.0
2430,180387,NBA Showdown $2.1K mini-MAX [150 Entry Max] (UTA @ GSW),4,5112,0.5,2150.0
