period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2409,178630,NBA $300K Swish [$100K to 1st],4,434,777.0,303500.0
2409,178631,NBA $2 Double Up,1,1724,2.0,3000.0
2409,178634,NBA Single Entry $10 Double Up,1,459,10.0,4000.0
2409,178640,NBA $25K mini-MAX [150 Entry Max],4,59453,0.5,25000.0
2409,178644,NBA $300K Fadeaway [$100K to 1st],4,23529,15.0,300000.0
2409,178646,NBA $750 Quarter Jukebox [Just $0.25!]  (Turbo),4,3567,0.25,750.0
2409,178647,NBA $10K Pull Up Jumper [$2K to 1st] (Turbo),4,1176,10.0,10000.0
2409,178650,NBA $2K And-One (Turbo),4,2378,1.0,2000.0
2409,178651,NBA $8K Pull Up Jumper [$2K to 1st] (Turbo),4,941,10.0,8000.0
2409,178656,NBA $5K mini-MAX [150 Entry Max] (Night),4,11890,0.5,5000.0
2409,178659,NBA $100K Fadeaway [$25K to 1st] (Night),4,7843,15.0,100000.0
2409,178689,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (MIN @ BKN),4,941,10.0,8000.0
2409,178692,NBA Showdown $2.1K mini-MAX [150 Entry Max] (MIN @ BKN),4,5112,0.5,2150.0
2409,178695,NBA Showdown $2.1K mini-MAX [150 Entry Max] (SAC @ DEN),4,5112,0.5,2150.0
2409,178696,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (SAC @ DEN),4,941,10.0,8000.0
2409,178704,NBA Showdown $80K Fadeaway [$20K to 1st] (MIA @ LAC),4,6274,15.0,80000.0
