period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2429,180265,NBA $150K Fadeaway [$50K to 1st],4,9803,18.0,150000.0
2429,180268,NBA $15K mini-MAX [150 Entry Max],4,35671,0.5,15000.0
2429,180269,NBA $2 Double Up,1,574,2.0,1000.0
2429,180278,NBA $30K Fadeaway [$10K to 1st] (Night),4,2352,15.0,30000.0
2429,180280,NBA $2.1K mini-MAX [150 Entry Max] (Night),4,5112,0.5,2150.0
2429,180299,NBA Showdown $6K Fadeaway [$2K to 1st] (MIA @ PHI),4,470,15.0,6000.0
2429,180302,NBA Showdown $200 Dime Time [Just $0.10!] (MIA @ PHI),4,2378,0.1,200.0
2429,180303,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (ORL @ BOS),4,705,10.0,6000.0
2429,180305,NBA Showdown $300 Quarter Jukebox [Just $0.25!]  (ORL @ BOS),4,1426,0.25,300.0
2429,180306,NBA Showdown $4K Pull Up Jumper [$1K to 1st] (POR @ OKC),4,470,10.0,4000.0
2429,180308,NBA Showdown $300 Quarter Jukebox [Just $0.25!]  (POR @ OKC),4,1426,0.25,300.0
2429,180309,NBA Showdown $20K Fadeaway [$5K to 1st] (LAL @ UTA),4,1568,15.0,20000.0
2429,180310,NBA Showdown $2.1K mini-MAX [150 Entry Max] (LAL @ UTA),4,5112,0.5,2150.0
