period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2402,178028,NBA $300K Fadeaway [$100K to 1st],4,19607,18.0,300000.0
2402,178029,NBA $300K Swish [$100K to 1st],4,434,777.0,303500.0
2402,178037,NBA $20K mini-MAX [150 Max Entry],4,47562,0.5,20000.0
2402,178045,NBA $2 Double Up,1,1724,2.0,3000.0
2402,178048,NBA $8K Pull Up Jumper [$2K to 1st] (Turbo),4,941,10.0,8000.0
2402,178050,NBA $750 Quarter Jukebox [Just $0.25!]  (Turbo),4,3567,0.25,750.0
2402,178052,NBA $8K Pull Up Jumper [$2K to 1st] (Turbo),4,941,10.0,8000.0
2402,178053,NBA $2K And-One (Turbo),4,2378,1.0,2000.0
2402,178056,NBA $100K Fadeaway [$25K to 1st] (Night),4,7843,15.0,100000.0
2402,178057,NBA $8K And-One (Night),4,9512,1.0,8000.0
2402,178087,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (CLE @ DET),4,1176,10.0,10000.0
2402,178088,NBA Showdown $2.1K mini-MAX [150 Entry Max] (CLE @ DET),4,5112,0.5,2150.0
2402,178092,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (OKC @ DAL),4,705,10.0,6000.0
2402,178093,NBA Showdown $2K And-One (OKC @ DAL),4,2378,1.0,2000.0
2402,178096,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (DEN @ MIN),4,941,10.0,8000.0
2402,178097,NBA Showdown $2.1K mini-MAX [150 Entry Max] (DEN @ MIN),4,5112,0.5,2150.0
2402,178101,NBA Showdown $80K Fadeaway [$20K to 1st] (POR @ LAL),4,6274,15.0,80000.0
