period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2414,179048,NBA $2 Double Up,1,1149,2.0,2000.0
2414,179054,NBA $20K mini-MAX [150 Max Entry],4,47562,0.5,20000.0
2414,179060,NBA $222K Fadeaway [$50K to 1st],4,17429,15.0,222222.0
2414,179063,NBA $200 Dime Time [Just $0.10!] (Turbo),4,2378,0.1,200.0
2414,179065,NBA $8K Pull Up Jumper [$2K to 1st] (Turbo),4,941,10.0,8000.0
2414,179067,NBA $60K Fadeaway [$20K to 1st] (Night),4,4705,15.0,60000.0
2414,179068,NBA $5K And-One (Night),4,5945,1.0,5000.0
2414,179098,NBA Showdown $200 Dime Time [Just $0.10!] (DAL @ WAS),4,2378,0.1,200.0
2414,179099,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (DAL @ WAS),4,1176,10.0,10000.0
2414,179100,NBA Showdown $200 Dime Time [Just $0.10!] (TOR @ PHI),4,2378,0.1,200.0
2414,179103,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (TOR @ PHI),4,705,10.0,6000.0
2414,179105,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (LAL @ ATL),4,705,10.0,6000.0
2414,179106,NBA Showdown $400 Quarter Jukebox [Just $0.25!] (LAL @ ATL),4,1902,0.25,400.0
2414,179107,NBA Showdown $80K Fadeaway [$20K to 1st] (PHX @ LAC),4,6274,15.0,80000.0
2414,179109,NBA Showdown $3K mini-MAX [150 Entry Max] (PHX @ LAC),4,7134,0.5,3000.0
