player_name,team,pos,salary,proj_own_pct,proj_fpts,scored_fpts,floor_fpts,ceil_fpts,conf,value_per_k,game_id,home_team,away_team,matchup,game_ticks,ppg,opp_rank,opp_total,sport,site,slate_id,scraped_at,player_id,salary_id,daily_contest_id
Moussa Diabate,CHA,C,4200,34.1,29.85,33.25,16.71,30.35,77.0,7.107142857142857,15440,MIL,MIL,CHA@MIL 5:00 PM,/Date(1763157600000-0500)/,24.5,7.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1575,1472607,0
Jalen Suggs,ORL,PG,5100,31.5,31.06,32.25,13.9,36.22,84.0,6.090196078431373,15436,ORL,BKN,BKN@ORL 4:00 PM,/Date(1763154000000-0500)/,26.6,4.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1417,1472578,0
Saddiq Bey,NOP,SF/PF,4800,27.7,28.74,33.25,15.31,34.25,85.0,5.9875,15439,NOP,LAL,LAL@NOP 5:00 PM,/Date(1763157600000-0500)/,22.6,29.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1296,1472591,0
Daniss Jenkins,DET,PG,6100,26.2,39.1,38.25,0.0,37.71,54.0,6.409836065573771,15438,DET,PHI,PHI@DET 4:30 PM,/Date(1763155800000-0500)/,18.4,5.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1776,1472549,0
Giannis Antetokounmpo,MIL,PF,11700,23.5,61.51,64.75,52.32,75.83,91.0,5.257264957264957,15440,MIL,CHA,CHA@MIL 5:00 PM,/Date(1763157600000-0500)/,61.8,3.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,178,1472489,0
Anthony Edwards,MIN,SG,8900,20.8,47.37,44.0,29.83,56.55,89.0,5.322471910112359,15437,MIN,SAC,SAC@MIN 5:00 PM,/Date(1763157600000-0500)/,40.8,19.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1372,1472502,0
Franz Wagner,ORL,SF,8500,20.0,43.6,40.0,32.73,48.33,90.0,5.129411764705883,15436,ORL,BKN,BKN@ORL 4:00 PM,/Date(1763154000000-0500)/,39.3,13.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1418,1472506,0
Miles McBride,NYK,PG/SG,4800,19.8,27.29,19.25,8.8,30.38,76.0,5.685416666666667,15443,NYK,MIA,MIA@NYK 4:00 PM,/Date(1763154000000-0500)/,18.1,25.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1396,1472593,0
Karl-Anthony Towns,NYK,PF,9400,18.5,51.21,65.25,35.58,53.48,88.0,5.447872340425532,15443,NYK,MIA,MIA@NYK 4:00 PM,/Date(1763154000000-0500)/,45.7,10.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,512,1472496,0
Brandon Williams,DAL,PG,5400,17.7,32.1,21.0,10.44,32.91,77.0,5.944444444444445,15441,DAL,LAC,LAC@DAL 5:30 PM,/Date(1763159400000-0500)/,20.8,22.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1513,1472567,0
Isaiah Stewart,DET,PF/C,5600,17.3,26.56,23.75,9.26,37.87,85.0,4.742857142857143,15438,DET,PHI,PHI@DET 4:30 PM,/Date(1763155800000-0500)/,26.5,28.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1293,1472562,0
Austin Reaves,LAL,PG/SG,8000,17.2,42.04,49.5,25.37,58.5,88.0,5.255,15439,NOP,NOP,LAL@NOP 5:00 PM,/Date(1763157600000-0500)/,50.4,20.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1482,1472513,0
Paul Reed,DET,C,5800,15.4,34.57,33.0,0.26,37.44,72.0,5.960344827586207,15438,DET,PHI,PHI@DET 4:30 PM,/Date(1763155800000-0500)/,17.2,28.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1283,1472555,0
Cole Anthony,MIL,PG/SG,4000,13.9,20.21,21.75,6.3,28.64,79.0,5.0525,15440,MIL,CHA,CHA@MIL 5:00 PM,/Date(1763157600000-0500)/,23.0,11.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1309,1472620,0
Simone Fontecchio,MIA,SF/PF,3300,13.5,16.21,12.5,8.6,23.59,79.0,4.912121212121213,15443,NYK,NYK,MIA@NYK 4:00 PM,/Date(1763154000000-0500)/,18.6,11.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1624,1472657,0
Donte DiVincenzo,MIN,PG,5800,11.2,30.0,38.5,16.82,34.4,85.0,5.172413793103448,15437,MIN,SAC,SAC@MIN 5:00 PM,/Date(1763157600000-0500)/,27.9,17.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,988,1472553,0
Davion Mitchell,MIA,PG,5300,10.9,28.29,36.5,18.91,36.59,80.0,5.337735849056604,15443,NYK,NYK,MIA@NYK 4:00 PM,/Date(1763154000000-0500)/,27.3,16.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1430,1472568,0
Nic Claxton,BKN,C,6800,10.8,33.15,27.75,19.23,41.24,88.0,4.875,15436,ORL,ORL,BKN@ORL 4:00 PM,/Date(1763154000000-0500)/,33.4,5.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1109,1472531,0
Ronald Holland II,DET,SF/PF,5200,10.4,27.08,22.75,6.4,25.63,78.0,5.207692307692307,15438,DET,PHI,PHI@DET 4:30 PM,/Date(1763155800000-0500)/,20.2,11.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1773,1472570,0
Andre Drummond,PHI,C,5700,10.3,32.5,31.75,11.58,37.38,79.0,5.701754385964912,15438,DET,DET,PHI@DET 4:30 PM,/Date(1763155800000-0500)/,23.3,22.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,147,1472557,0
Tyrese Maxey,PHI,PG,10500,10.1,49.65,51.75,33.07,62.84,88.0,4.728571428571429,15438,DET,DET,PHI@DET 4:30 PM,/Date(1763155800000-0500)/,55.9,19.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1285,1472491,0
Russell Westbrook,SAC,PG/SG,7900,9.8,34.13,49.0,12.15,44.78,85.0,4.320253164556962,15437,MIN,MIN,SAC@MIN 5:00 PM,/Date(1763157600000-0500)/,33.5,27.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,549,1472514,0
OG Anunoby,NYK,SF,6900,9.7,36.09,5.75,24.37,42.88,86.0,5.230434782608696,15443,NYK,MIA,MIA@NYK 4:00 PM,/Date(1763154000000-0500)/,34.1,14.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,828,1472530,0
Cooper Flagg,DAL,SG,7500,9.0,34.52,22.25,22.02,43.03,77.0,4.602666666666667,15441,DAL,LAC,LAC@DAL 5:30 PM,/Date(1763159400000-0500)/,32.5,15.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1940,1472520,0
Jeremiah Fears,NOP,PG,4800,9.0,26.29,42.0,16.41,32.91,76.0,5.477083333333334,15439,NOP,LAL,LAL@NOP 5:00 PM,/Date(1763157600000-0500)/,24.7,2.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1935,1472588,0
Trendon Watford,PHI,PF,4900,8.5,22.24,7.25,9.18,38.64,73.0,4.538775510204081,15438,DET,DET,PHI@DET 4:30 PM,/Date(1763155800000-0500)/,23.4,22.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1500,1472585,0
Michael Porter Jr.,BKN,SF,7800,8.2,35.37,53.25,18.47,44.12,87.0,4.5346153846153845,15436,ORL,ORL,BKN@ORL 4:00 PM,/Date(1763154000000-0500)/,38.6,28.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1063,1472515,0
Duncan Robinson,DET,SG,5100,8.2,26.32,34.0,6.77,27.95,77.0,5.1607843137254905,15438,DET,PHI,PHI@DET 4:30 PM,/Date(1763155800000-0500)/,21.3,25.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,994,1472575,0
Jaden McDaniels,MIN,SF,5900,8.1,30.39,20.5,21.17,39.33,85.0,5.150847457627118,15437,MIN,SAC,SAC@MIN 5:00 PM,/Date(1763157600000-0500)/,32.0,6.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1370,1472551,0
Derrick Jones Jr.,LAC,SF/PF,4100,8.0,20.24,29.0,10.22,25.56,80.0,4.9365853658536585,15441,DAL,DAL,LAC@DAL 5:30 PM,/Date(1763159400000-0500)/,19.2,11.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,744,1472613,0
Ivica Zubac,LAC,C,7100,8.0,39.61,46.75,26.94,42.62,87.0,5.57887323943662,15441,DAL,DAL,LAC@DAL 5:30 PM,/Date(1763159400000-0500)/,34.4,16.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,735,1472525,0
Josh Hart,NYK,SF/PF,5900,7.8,28.94,47.5,16.37,33.19,86.0,4.905084745762712,15443,NYK,MIA,MIA@NYK 4:00 PM,/Date(1763154000000-0500)/,23.4,15.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,875,1472552,0
Ryan Rollins,MIL,PG,6700,7.5,33.26,37.0,14.6,42.03,71.0,4.964179104477611,15440,MIL,CHA,CHA@MIL 5:00 PM,/Date(1763157600000-0500)/,34.5,8.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1571,1472535,0
Amen Thompson,HOU,PG,8100,7.1,38.85,31.5,25.08,46.11,86.0,4.796296296296297,15442,HOU,POR,POR@HOU 5:00 PM,/Date(1763157600000-0500)/,36.6,14.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1709,1472512,0
James Harden,LAC,PG,9600,6.7,48.59,87.0,33.78,55.5,88.0,5.061458333333334,15441,DAL,DAL,LAC@DAL 5:30 PM,/Date(1763159400000-0500)/,46.8,23.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,425,1472494,0
Quentin Grimes,PHI,PG/SG,6400,6.7,28.5,21.25,23.22,45.94,82.0,4.453125,15438,DET,DET,PHI@DET 4:30 PM,/Date(1763155800000-0500)/,31.7,8.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1395,1472542,0
Julius Randle,MIN,PF,8300,6.5,42.51,50.75,31.21,52.23,89.0,5.121686746987951,15437,MIN,SAC,SAC@MIN 5:00 PM,/Date(1763157600000-0500)/,47.2,27.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,338,1472508,0
Nicolas Batum,LAC,SF/PF,3400,6.3,14.82,15.5,5.71,21.85,76.0,4.358823529411765,15441,DAL,DAL,LAC@DAL 5:30 PM,/Date(1763159400000-0500)/,10.7,6.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,273,1472649,0
Alperen Sengun,HOU,C,9500,6.2,46.79,66.5,41.37,57.2,89.0,4.925263157894737,15442,HOU,POR,POR@HOU 5:00 PM,/Date(1763157600000-0500)/,49.3,20.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1436,1472495,0
Tristan da Silva,ORL,SF/PF,4500,6.2,22.18,37.75,5.56,27.6,76.0,4.928888888888888,15436,ORL,BKN,BKN@ORL 4:00 PM,/Date(1763154000000-0500)/,18.4,7.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1792,1472600,0
Jaime Jaquez Jr.,MIA,SG/SF,7400,6.0,32.81,44.75,10.0,44.38,82.0,4.433783783783784,15443,NYK,NYK,MIA@NYK 4:00 PM,/Date(1763154000000-0500)/,35.4,11.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1673,1472522,0
Desmond Bane,ORL,SG,7000,5.8,37.83,28.25,19.02,39.48,87.0,5.404285714285714,15436,ORL,BKN,BKN@ORL 4:00 PM,/Date(1763154000000-0500)/,28.9,16.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1362,1472528,0
Mason Plumlee,CHA,C,3000,5.8,16.27,3.5,3.24,19.04,79.0,5.423333333333333,15440,MIL,MIL,CHA@MIL 5:00 PM,/Date(1763157600000-0500)/,2.0,5.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,529,1472760,0
Miles Bridges,CHA,PF,8700,5.7,39.48,48.25,26.05,48.67,88.0,4.537931034482758,15440,MIL,MIL,CHA@MIL 5:00 PM,/Date(1763157600000-0500)/,40.1,19.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1006,1472504,0
Jaylen Clark,MIN,SG/SF,3200,5.5,12.39,8.25,3.76,14.24,71.0,3.871875,15437,MIN,SAC,SAC@MIN 5:00 PM,/Date(1763157600000-0500)/,11.6,22.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1721,1472670,0
Max Christie,DAL,SG/SF,4900,5.4,24.55,25.25,14.89,30.49,76.0,5.0102040816326525,15441,DAL,LAC,LAC@DAL 5:30 PM,/Date(1763159400000-0500)/,24.1,1.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1578,1472587,0
Noah Clowney,BKN,PF,4800,5.4,24.94,23.5,9.69,26.21,75.0,5.195833333333334,15436,ORL,ORL,BKN@ORL 4:00 PM,/Date(1763154000000-0500)/,18.2,2.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1638,1472592,0
AJ Green,MIL,SG,4100,5.4,18.1,17.0,11.51,25.36,72.0,4.414634146341464,15440,MIL,CHA,CHA@MIL 5:00 PM,/Date(1763157600000-0500)/,18.3,17.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1549,1472619,0
Luka Doncic,LAL,PG,12000,5.2,59.57,58.25,45.08,73.33,91.0,4.964166666666666,15439,NOP,NOP,LAL@NOP 5:00 PM,/Date(1763157600000-0500)/,65.2,7.0,30.0,NBA,DraftKings,2420,2025-12-07T16:33:12.909716+00:00,1044,1472488,0
