period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2410,178727,NBA $2 Double Up,1,574,2.0,1000.0
2410,178729,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2410,178730,NBA $333K Fadeaway [$100K to 1st],4,26117,15.0,333000.0
2410,178743,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2410,178745,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2410,178752,NBA $10K And-One (Night),4,11890,1.0,10000.0
2410,178753,NBA $150K Fadeaway [$50K to 1st] (Night),4,9803,18.0,150000.0
2410,178780,NBA Showdown $2.1K mini-MAX [150 Entry Max] (MIL @ TOR),4,5112,0.5,2150.0
2410,178781,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (MIL @ TOR),4,1176,10.0,10000.0
2410,178785,NBA Showdown $2.1K mini-MAX [150 Entry Max] (ORL @ ATL),4,5112,0.5,2150.0
2410,178789,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (ORL @ ATL),4,1764,10.0,15000.0
2410,178792,NBA Showdown $120K Fadeaway [$30K to 1st] (OKC @ LAC),4,7843,18.0,120000.0
2410,178794,NBA Showdown $8K And-One (OKC @ LAC),4,9512,1.0,8000.0
