period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2426,180030,NBA $300K Fadeaway [$100K to 1st],4,19607,18.0,300000.0
2426,180034,NBA $25K mini-MAX [150 Entry Max],4,59453,0.5,25000.0
2426,180036,NBA Single Entry $5 Double Up,1,459,5.0,2000.0
2426,180044,NBA $2 Double Up,1,1149,2.0,2000.0
2426,180047,NBA $20K Fadeaway [$5K to 1st] (Night),4,1568,15.0,20000.0
2426,180050,NBA $2.1K mini-MAX [150 Entry Max] (Night),4,5112,0.5,2150.0
2426,180076,NBA Showdown $8K Fadeaway [$2K to 1st] (LAC @ ORL),4,627,15.0,8000.0
2426,180079,NBA Showdown $200 Dime Time [Just $0.10!] (LAC @ ORL),4,2378,0.1,200.0
2426,180080,NBA Showdown $30K Fadeaway [$10K to 1st] (ATL @ SAS),4,2352,15.0,30000.0
2426,180081,NBA Showdown $2.1K mini-MAX [150 Entry Max] (ATL @ SAS),4,5112,0.5,2150.0
