period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2440,181111,NBA $300K Mega 8's [$100K to 1st],4,375,888.0,300000.0
2440,181112,NBA $300K Friday 8's [$100K to 1st],4,44117,8.0,300000.0
2440,181121,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2440,181130,NBA $2 Double Up,1,1724,2.0,3000.0
2440,181139,NBA $10K Pull Up Jumper [$2K to 1st] (Turbo),4,1176,10.0,10000.0
2440,181140,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2440,181143,NBA $50K Fadeaway [$10K to 1st] (Night),4,3267,18.0,50000.0
2440,181146,NBA $3K mini-MAX [150 Entry Max] (Night),4,7134,0.5,3000.0
2440,181171,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (LAL @ BOS),4,1176,10.0,10000.0
2440,181172,NBA Showdown $2.1K mini-MAX [150 Entry Max] (LAL @ BOS),4,5112,0.5,2150.0
2440,181175,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (SAS @ CLE),4,941,10.0,8000.0
2440,181177,NBA Showdown $400 Quarter Jukebox [Just $0.25!] (SAS @ CLE),4,1902,0.25,400.0
2440,181178,NBA Showdown $100K Fadeaway [$20K to 1st] (DAL @ OKC),4,6535,18.0,100000.0
2440,181180,NBA Showdown $7K And-One (DAL @ OKC),4,8323,1.0,7000.0
