period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2420,179532,NBA $300K Fadeaway [$100K to 1st],4,23529,15.0,300000.0
2420,179533,NBA $350K Mega $8's [$100K to 1st],4,437,888.0,350000.0
2420,179543,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2420,179552,NBA $2 Double Up,1,1724,2.0,3000.0
2420,179561,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2420,179562,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2420,179566,NBA $70K Fadeaway [$20K to 1st] (Night),4,4575,18.0,70000.0
2420,179567,NBA $6K And-One (Night),4,7134,1.0,6000.0
2420,179598,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (MIA @ NYK),4,1764,10.0,15000.0
2420,179600,NBA Showdown $2.1K mini-MAX [150 Entry Max] (MIA @ NYK),4,5112,0.5,2150.0
2420,179603,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (PHI @ DET),4,941,10.0,8000.0
2420,179606,NBA Showdown $200 Dime Time [Just $0.10!] (PHI @ DET),4,2378,0.1,200.0
2420,179607,NBA Showdown $100K Fadeaway [$20K to 1st] (GSW @ SAS),4,6535,18.0,100000.0
2420,179609,NBA Showdown $7K And-One (GSW @ SAS),4,8323,1.0,7000.0
