period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2399,177786,NBA $300K Friday 8's [$100K to 1st],4,44117,8.0,300000.0
2399,177787,NBA $2 Double Up,1,1724,2.0,3000.0
2399,177788,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2399,177795,NBA $350K Mega $8's [$100K to 1st],4,437,888.0,350000.0
2399,177800,NBA $2.5K mini-MAX [150 Entry Max] (Turbo),4,5945,0.5,2500.0
2399,177801,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2399,177810,NBA $2.5K mini-MAX [150 Entry Max] (Turbo),4,5945,0.5,2500.0
2399,177812,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2399,177814,NBA $120K Fadeaway [$30K to 1st] (Night),4,7843,18.0,120000.0
2399,177819,NBA $8K And-One (Night),4,9512,1.0,8000.0
2399,177831,NBA Showdown $30K Fadeaway [$10K to 1st] (MIL @ TOR),4,2352,15.0,30000.0
2399,177833,NBA Showdown $2.1K mini-MAX [150 Entry Max] (MIL @ TOR),4,5112,0.5,2150.0
2399,177837,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (ATL @ ORL),4,705,10.0,6000.0
2399,177839,NBA Showdown $500 Quarter Jukebox [Just $0.25!] (ATL @ ORL),4,2378,0.25,500.0
2399,177840,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (BOS @ NYK),4,1176,10.0,10000.0
2399,177841,NBA Showdown $2.1K mini-MAX [150 Entry Max] (BOS @ NYK),4,5112,0.5,2150.0
2399,177846,NBA Showdown $2.1K mini-MAX [150 Entry Max] (WAS @ DAL),4,5112,0.5,2150.0
2399,177847,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (WAS @ DAL),4,1176,10.0,10000.0
2399,177850,NBA Showdown $1K Quarter Jukebox [Just $0.25!]  (MIN @ LAL),4,4756,0.25,1000.0
2399,177851,NBA Showdown $15K Fadeaway [$5K to 1st] (MIN @ LAL),4,1176,15.0,15000.0
2399,177855,NBA Showdown $80K Fadeaway [$20K to 1st] (PHX @ LAC),4,6274,15.0,80000.0
