period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2406,178405,NBA $2 Double Up,1,1149,2.0,2000.0
2406,178410,NBA $25K mini-MAX [150 Entry Max],4,59453,0.5,25000.0
2406,178415,NBA $350K Mega $8's [$100K to 1st],4,437,888.0,350000.0
2406,178418,NBA $300K Friday 8's [$100K to 1st],4,44117,8.0,300000.0
2406,178422,NBA $10K Pull Up Jumper [$2K to 1st] (Turbo),4,1176,10.0,10000.0
2406,178425,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2406,178430,NBA $120K Fadeaway [$30K to 1st] (Night),4,7843,18.0,120000.0
2406,178433,NBA $8K And-One (Night),4,9512,1.0,8000.0
2406,178465,NBA Showdown $2K And-One (BOS @ PHI),4,2378,1.0,2000.0
2406,178466,NBA Showdown $12K Pull Up Jumper [$3K to 1st] (BOS @ PHI),4,1411,10.0,12000.0
2406,178468,NBA Showdown $2.1K mini-MAX [150 Entry Max] (NYK @ CHI),4,5112,0.5,2150.0
2406,178469,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (NYK @ CHI),4,941,10.0,8000.0
2406,178474,NBA Showdown $2.1K mini-MAX [150 Entry Max] (LAL @ MEM),4,5112,0.5,2150.0
2406,178475,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (LAL @ MEM),4,941,10.0,8000.0
2406,178477,NBA Showdown $15K Fadeaway [$5K to 1st] (DEN @ POR),4,1176,15.0,15000.0
2406,178479,NBA Showdown $750 Quarter Jukebox [Just $0.25!]  (DEN @ POR),4,3567,0.25,750.0
2406,178484,NBA Showdown $2.5K mini-MAX [150 Entry Max] (NOP @ LAC),4,5945,0.5,2500.0
2406,178485,NBA Showdown $70K Fadeaway [$20K to 1st] (NOP @ LAC),4,5490,15.0,70000.0
