period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2417,179280,NBA $2 Double Up,1,1149,2.0,2000.0
2417,179282,NBA $350K Fadeaway [$100K to 1st],4,27450,15.0,350000.0
2417,179286,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2417,179295,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2417,179296,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2417,179302,NBA $6K And-One (Night),4,7134,1.0,6000.0
2417,179303,NBA $80K Fadeaway [$20K to 1st] (Night),4,5228,18.0,80000.0
2417,179333,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (MEM @ NYK),4,1176,10.0,10000.0
2417,179334,NBA Showdown $2.1K mini-MAX [150 Entry Max] (MEM @ NYK),4,5112,0.5,2150.0
2417,179337,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (BOS @ PHI),4,1764,10.0,15000.0
2417,179340,NBA Showdown $2.1K mini-MAX [150 Entry Max] (BOS @ PHI),4,5112,0.5,2150.0
2417,179343,NBA Showdown $150K Fadeaway [$50K to 1st] (DEN @ SAC),4,9803,18.0,150000.0
