period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2416,179183,NBA $300K Fadeaway [$100K to 1st],4,19607,18.0,300000.0
2416,179185,NBA $2 Double Up,1,1724,2.0,3000.0
2416,179200,NBA $25K mini-MAX [150 Entry Max],4,59453,0.5,25000.0
2416,179202,NBA $8K Pull Up Jumper [$2K to 1st] (Turbo),4,941,10.0,8000.0
2416,179205,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2416,179207,NBA $60K Fadeaway [$20K to 1st] (Night),4,4705,15.0,60000.0
2416,179210,NBA $5K And-One (Night),4,5945,1.0,5000.0
2416,179241,NBA Showdown $2.1K mini-MAX [150 Entry Max] (WAS @ DET),4,5112,0.5,2150.0
2416,179244,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (WAS @ DET),4,941,10.0,8000.0
2416,179246,NBA Showdown $200 Dime Time [Just $0.10!] (CLE @ MIA),4,2378,0.1,200.0
2416,179247,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (CLE @ MIA),4,705,10.0,6000.0
2416,179249,NBA Showdown $1.25K And-One [20 Entry Max] (MIL @ DAL),4,1486,1.0,1250.0
2416,179251,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (MIL @ DAL),4,705,10.0,6000.0
2416,179254,NBA Showdown $80K Fadeaway [$20K to 1st] (ATL @ LAC),4,6274,15.0,80000.0
