period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2403,178120,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2403,178125,NBA $350K Fadeaway [$100K to 1st],4,27450,15.0,350000.0
2403,178126,NBA $2 Double Up,1,1724,2.0,3000.0
2403,178150,NBA $60K Fadeaway [$20K to 1st] (Night),4,4705,15.0,60000.0
2403,178153,NBA $5K And-One (Night),4,5945,1.0,5000.0
2403,178181,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (PHI @ WAS),4,1176,10.0,10000.0
2403,178183,NBA Showdown $2.1K mini-MAX [150 Entry Max] (PHI @ WAS),4,5112,0.5,2150.0
2403,178187,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (CHA @ MIA),4,1176,10.0,10000.0
2403,178188,NBA Showdown $2.1K mini-MAX [150 Entry Max] (CHA @ MIA),4,5112,0.5,2150.0
2403,178189,NBA Showdown $15K Fadeaway [$5K to 1st] (NYK @ MIL),4,1176,15.0,15000.0
2403,178190,NBA Showdown $1K Quarter Jukebox [Just $0.25!]  (NYK @ MIL),4,4756,0.25,1000.0
2403,178194,NBA Showdown $12.5K And-One [20 Entry Max] (LAC @ GSW),4,14863,1.0,12500.0
2403,178197,NBA Showdown $150K Fadeaway [$50K to 1st] (LAC @ GSW),4,9803,18.0,150000.0
