player_name,team,pos,salary,actual_own_pct,contest_id,sport,site,slate_id,scraped_at,player_id,salary_id
De'Andre Hunter,CLE,SF,4500,82.9,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1152,1474898
Daniss Jenkins,DET,PG,5800,64.85,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1776,1474860
Karl-Anthony Towns,NYK,PF,9500,62.0,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,512,1474805
Miles McBride,NYK,PG/SG,4300,58.91,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1396,1474909
Derik Queen,NOP,C,4700,34.2,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1937,1474893
Jalen Duren,DET,C,8000,28.03,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1541,1474816
Moussa Cisse,DAL,C,3600,27.79,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1939,1474932
Andre Drummond,PHI,C,5900,27.32,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,147,1474857
Kobe Sanders,LAC,SF,3300,23.52,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1920,1474945
Mikal Bridges,NYK,SG,7200,23.28,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1028,1474826
Isaiah Stewart,DET,PF/C,5500,21.38,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1293,1474868
Kel'el Ware,MIA,C,6000,21.38,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1787,1474854
Julius Randle,MIN,PF,8100,21.14,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,338,1474815
Jaime Jaquez Jr.,MIA,SG/SF,6900,19.95,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1673,1474832
Evan Mobley,CLE,PF,7800,19.71,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1405,1474818
Giannis Antetokounmpo,MIL,PF,11800,18.53,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,178,1474797
Donovan Mitchell,CLE,SG,9200,15.2,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,927,1474806
Brandon Williams,DAL,PG,5100,14.73,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1513,1474877
James Harden,LAC,PG,9900,14.01,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,425,1474801
Anthony Edwards,MIN,SG,9100,13.06,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1372,1474807
Jordan Clarkson,NYK,PG/SG,5200,12.59,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,331,1474874
Norman Powell,MIA,SG,7300,12.59,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,91,1474825
Immanuel Quickley,TOR,PG,6700,10.45,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1280,1474836
Josh Hart,NYK,SF/PF,6900,9.98,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,875,1474833
Jeremiah Fears,NOP,PG,5000,9.98,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1935,1474880
Naz Reid,MIN,PF/C,5100,9.98,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1238,1474879
Scottie Barnes,TOR,PF,8500,9.98,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1401,1474812
Ivica Zubac,LAC,C,7300,8.79,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,735,1474824
Davion Mitchell,MIA,PG,5600,8.55,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1430,1474863
Bogdan Bogdanovic,LAC,PG/SG,4100,8.55,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,884,1474919
Ronald Holland II,DET,SF/PF,4900,8.08,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1773,1474888
Landry Shamet,NYK,SG/SF,4400,7.36,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,968,1474906
Donte DiVincenzo,MIN,PG,5500,5.46,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,988,1474869
Jakob Poeltl,TOR,C,5800,4.51,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,685,1474858
John Collins,LAC,PF/C,5300,3.8,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,845,1474873
Moussa Diabate,CHA,C,4400,3.8,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1575,1474903
Andrew Nembhard,IND,PG,6600,2.85,179748,NBA,DraftKings,2423,2025-12-07T16:33:40.445855+00:00,1548,1474838
