period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2423,179748,NBA $300K Swish [$100K to 1st],4,434,777.0,303500.0
2423,179749,NBA $300K Fadeaway [$100K to 1st],4,19607,18.0,300000.0
2423,179758,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2423,179768,NBA $2 Double Up,1,1724,2.0,3000.0
2423,179770,NBA $8K Pull Up Jumper [$2K to 1st] (Turbo),4,941,10.0,8000.0
2423,179771,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2423,179775,NBA $30K Fadeaway [$10K to 1st] (Night),4,2352,15.0,30000.0
2423,179778,NBA $2.1K mini-MAX [150 Entry Max] (Night),4,5112,0.5,2150.0
2423,179810,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (MIL @ CLE),4,1176,10.0,10000.0
2423,179811,NBA Showdown $2.1K mini-MAX [150 Entry Max] (MIL @ CLE),4,5112,0.5,2150.0
2423,179815,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (NYK @ MIA),4,705,10.0,6000.0
2423,179818,NBA Showdown $200 Dime Time [Just $0.10!] (NYK @ MIA),4,2378,0.1,200.0
2423,179819,NBA Showdown $50K Fadeaway [$10K to 1st]  (CHI @ DEN),4,3921,15.0,50000.0
2423,179822,NBA Showdown $2.1K mini-MAX [150 Entry Max] (CHI @ DEN),4,5112,0.5,2150.0
