period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2434,180655,NBA $30K Fadeaway [$10K to 1st] (Early),4,2352,15.0,30000.0
2434,180656,NBA $5K And-One (Early),4,5945,1.0,5000.0
2434,180659,NBA $200K Fadeaway [$50K to 1st],4,13071,18.0,200000.0
2434,180661,NBA $20K mini-MAX [150 Max Entry],4,47562,0.5,20000.0
2434,180672,NBA $2 Double Up,1,1149,2.0,2000.0
2434,180675,NBA $6K Pull Up Jumper [$2K to 1st] (Turbo),4,705,10.0,6000.0
2434,180677,NBA $400 Quarter Jukebox [Just $0.25!] (Turbo),4,1902,0.25,400.0
2434,180678,NBA $50K Fadeaway [$10K to 1st]  (Night),4,3921,15.0,50000.0
2434,180679,NBA $5K And-One (Night),4,5945,1.0,5000.0
2434,180703,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (BOS @ MIN),4,941,10.0,8000.0
2434,180705,NBA Showdown $400 Quarter Jukebox [Just $0.25!] (BOS @ MIN),4,1902,0.25,400.0
2434,180706,NBA Showdown $4K Pull Up Jumper [$1K to 1st] (TOR @ CHA),4,470,10.0,4000.0
2434,180708,NBA Showdown $200 Quarter Jukebox (TOR @ CHA),4,951,0.25,200.0
2434,180709,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (CHI @ IND),4,705,10.0,6000.0
2434,180711,NBA Showdown $300 Quarter Jukebox [Just $0.25!]  (CHI @ IND),4,1426,0.25,300.0
2434,180712,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (NOP @ GSW),4,705,10.0,6000.0
2434,180713,NBA Showdown $1K And-One (NOP @ GSW),4,1189,1.0,1000.0
2434,180715,NBA Showdown $80K Fadeaway [$20K to 1st] (DAL @ LAC),4,5228,18.0,80000.0
2434,180719,NBA Showdown $3K mini-MAX [150 Entry Max] (DAL @ LAC),4,7134,0.5,3000.0
