period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2418,179368,NBA $2 Double Up,1,1724,2.0,3000.0
2418,179371,NBA $333K Zone Special [$100K to 1st],4,79270,5.0,333333.0
2418,179390,NBA $400K SLAM Jam [$100K to 1st],4,2002,222.0,400000.0
2418,179391,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2418,179393,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2418,179396,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2418,179397,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2418,179403,NBA $10K And-One (Night),4,11890,1.0,10000.0
2418,179407,NBA $150K Fadeaway [$50K to 1st] (Night),4,9803,18.0,150000.0
2418,179444,NBA Showdown $2.1K mini-MAX [150 Entry Max] (ORL @ NYK),4,5112,0.5,2150.0
2418,179445,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (ORL @ NYK),4,1764,10.0,15000.0
2418,179449,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (PHX @ DAL),4,1764,10.0,15000.0
2418,179452,NBA Showdown $200 Dime Time [Just $0.10!] (PHX @ DAL),4,2378,0.1,200.0
2418,179455,NBA Showdown $15K Fadeaway [$5K to 1st] (LAL @ OKC),4,1176,15.0,15000.0
2418,179456,NBA Showdown $2.5K And-One (LAL @ OKC),4,2972,1.0,2500.0
2418,179457,NBA Showdown $80K Fadeaway [$20K to 1st] (DEN @ LAC),4,5228,18.0,80000.0
2418,179460,NBA Showdown $3K mini-MAX [150 Entry Max] (DEN @ LAC),4,7134,0.5,3000.0
