period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2435,180731,NBA $120K Fadeaway [$30K to 1st],4,7843,18.0,120000.0
2435,180734,NBA $15K mini-MAX [150 Entry Max],4,35671,0.5,15000.0
2435,180735,NBA $2 Double Up,1,574,2.0,1000.0
2435,180744,NBA $40K Fadeaway [$10K to 1st]  (Night),4,3137,15.0,40000.0
2435,180745,NBA $5K And-One (Night),4,5945,1.0,5000.0
2435,180766,NBA Showdown $10K Fadeaway [$2K to 1st] (HOU @ UTA),4,784,15.0,10000.0
2435,180769,NBA Showdown $200 Dime Time [Just $0.10!] (HOU @ UTA),4,2378,0.1,200.0
2435,180770,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (BOS @ CLE),4,705,10.0,6000.0
2435,180772,NBA Showdown $300 Quarter Jukebox [Just $0.25!]  (BOS @ CLE),4,1426,0.25,300.0
2435,180773,NBA Showdown $4K Pull Up Jumper [$1K to 1st] (SAS @ MIN),4,470,10.0,4000.0
2435,180775,NBA Showdown $300 Quarter Jukebox [Just $0.25!]  (SAS @ MIN),4,1426,0.25,300.0
2435,180776,NBA Showdown $40K Fadeaway [$10K to 1st]  (NOP @ LAL),4,3137,15.0,40000.0
2435,180777,NBA Showdown $5K And-One (NOP @ LAL),4,5945,1.0,5000.0
