period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2422,179687,NBA $20K Fadeaway [$5K to 1st] (Early),4,1568,15.0,20000.0
2422,179690,NBA $1.25K Quarter Jukebox [Just $0.25!] (Early),4,5945,0.25,1250.0
2422,179692,NBA $150K Fadeaway [$50K to 1st],4,9803,18.0,150000.0
2422,179695,NBA $15K mini-MAX [150 Entry Max],4,35671,0.5,15000.0
2422,179702,NBA $2 Double Up,1,574,2.0,1000.0
2422,179705,NBA $15K Fadeaway [$5K to 1st] (Night),4,1176,15.0,15000.0
2422,179707,NBA $2.1K mini-MAX [150 Entry Max] (Night),4,5112,0.5,2150.0
2422,179728,NBA Showdown $4K Pull Up Jumper [$1K to 1st] (LAC @ BOS),4,470,10.0,4000.0
2422,179730,NBA Showdown $500 Quarter Jukebox [Just $0.25!] (LAC @ BOS),4,2378,0.25,500.0
2422,179731,NBA Showdown $3K Pull Up Jumper [$1K to 1st] (BKN @ WAS),4,352,10.0,3000.0
2422,179733,NBA Showdown $250 Quarter Jukebox [Just $0.25!]  (BKN @ WAS),4,1189,0.25,250.0
2422,179734,NBA Showdown $3K Pull Up Jumper [$1K to 1st] (ORL @ HOU),4,352,10.0,3000.0
2422,179735,NBA Showdown $1K And-One (ORL @ HOU),4,1189,1.0,1000.0
2422,179737,NBA Showdown $3K Pull Up Jumper [$1K to 1st] (POR @ DAL),4,352,10.0,3000.0
2422,179739,NBA Showdown $200 Quarter Jukebox (POR @ DAL),4,951,0.25,200.0
2422,179740,NBA Showdown $15K Fadeaway [$5K to 1st] (ATL @ PHX),4,1176,15.0,15000.0
2422,179741,NBA Showdown $2K And-One (ATL @ PHX),4,2378,1.0,2000.0
