period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2413,178940,NBA $333K Fadeaway [$100K to 1st],4,26117,15.0,333000.0
2413,178950,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2413,178959,NBA $2 Double Up,1,1724,2.0,3000.0
2413,178968,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2413,178969,NBA $10K Pull Up Jumper [$2K to 1st] (Turbo),4,1176,10.0,10000.0
2413,178973,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2413,178976,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2413,178978,NBA $10K And-One (Night),4,11890,1.0,10000.0
2413,178981,NBA $150K Fadeaway [$50K to 1st] (Night),4,11764,15.0,150000.0
2413,179012,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (CLE @ WAS),4,1176,10.0,10000.0
2413,179013,NBA Showdown $2.1K mini-MAX [150 Entry Max] (CLE @ WAS),4,5112,0.5,2150.0
2413,179017,NBA Showdown $200 Dime Time [Just $0.10!] (HOU @ SAS),4,2378,0.1,200.0
2413,179020,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (HOU @ SAS),4,1764,10.0,15000.0
2413,179022,NBA Showdown $200 Dime Time [Just $0.10!] (DAL @ MEM),4,2378,0.1,200.0
2413,179023,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (DAL @ MEM),4,941,10.0,8000.0
2413,179025,NBA Showdown $7K And-One (GSW @ DEN),4,8323,1.0,7000.0
2413,179030,NBA Showdown $80K Fadeaway [$20K to 1st] (GSW @ DEN),4,5228,18.0,80000.0
