period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2397,177598,NBA $400K Zone Special [$100K to 1st],4,95124,5.0,400000.0
2397,177607,NBA $2 Double Up,1,1724,2.0,3000.0
2397,177608,NBA $1M MEGA 8's Special [$250K to 1st],4,1251,888.0,1000000.0
2397,177622,NBA $2.5K mini-MAX [150 Entry Max] (Turbo),4,5945,0.5,2500.0
2397,177623,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2397,177630,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2397,177632,NBA $2.5K mini-MAX [150 Entry Max] (Turbo),4,5945,0.5,2500.0
2397,177633,NBA $2.5K mini-MAX [150 Entry Max] (Turbo),4,5945,0.5,2500.0
2397,177636,NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),4,1764,10.0,15000.0
2397,177639,NBA $150K Fadeaway [$50K to 1st] (Night),4,9803,18.0,150000.0
2397,177644,NBA $10K And-One (Night),4,11890,1.0,10000.0
2397,177679,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (CLE @ NYK),4,1764,10.0,15000.0
2397,177682,NBA Showdown $2.5K mini-MAX [150 Entry Max] (CLE @ NYK),4,5945,0.5,2500.0
2397,177685,NBA Showdown $2.5K mini-MAX [150 Entry Max] (PHI @ BOS),4,5945,0.5,2500.0
2397,177686,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (PHI @ BOS),4,1176,10.0,10000.0
2397,177688,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (SAS @ DAL),4,1764,10.0,15000.0
2397,177689,NBA Showdown $2.5K mini-MAX [150 Entry Max] (SAS @ DAL),4,5945,0.5,2500.0
2397,177692,NBA Showdown $100K Fadeaway [$25K to 1st] (MIN @ POR),4,7843,15.0,100000.0
2397,177697,NBA Showdown $10K And-One (MIN @ POR),4,11890,1.0,10000.0
