player_name,team,pos,salary,actual_own_pct,contest_id,sport,site,slate_id,scraped_at,player_id,salary_id
Michael Porter Jr.,DEN,SF,4500,55.39,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1063,1450284
Bennedict Mathurin,IND,SG/SF,4100,50.1,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1547,1450287
Max Strus,CLE,SG/SF,5100,45.29,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1106,1450281
Aaron Gordon,DEN,PF/C,6100,44.84,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,240,1450275
Nikola Jokic,DEN,C,11200,44.73,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,489,1450263
Jamal Murray,DEN,PG/SG,7300,42.47,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,779,1450269
T.J. McConnell,IND,PG,3800,40.09,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,69,1450288
Chet Holmgren,OKC,PF/C,7100,39.3,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1623,1450270
Evan Mobley,CLE,PF/C,7500,39.19,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1405,1450268
Donovan Mitchell,CLE,PG/SG,9500,33.92,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,927,1450265
Myles Turner,IND,C,6200,29.81,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,175,1450274
Jalen Williams,OKC,SF/PF,7800,29.65,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1621,1450267
Shai Gilgeous-Alexander,OKC,PG,10200,28.63,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1016,1450264
Christian Braun,DEN,SG/SF,5300,25.82,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1608,1450279
Jarrett Allen,CLE,C,6600,21.79,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,814,1450272
Pascal Siakam,IND,PF,6500,21.45,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,686,1450273
Andrew Nembhard,IND,PG/SG,5900,20.95,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1548,1450277
Isaiah Hartenstein,OKC,C,6000,20.61,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1045,1450276
Alex Caruso,OKC,PG/SG,4600,19.71,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,789,1450283
Aaron Nesmith,IND,SG/SF,5400,19.52,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1276,1450278
Russell Westbrook,DEN,PG,5200,16.76,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,549,1450280
Obi Toppin,IND,PF/C,3600,16.47,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1281,1450289
Luguentz Dort,OKC,SG/SF,4400,15.59,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1246,1450285
De'Andre Hunter,CLE,SF/PF,4300,14.74,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1152,1450286
Darius Garland,CLE,PG,6700,11.42,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1135,1450271
Peyton Watson,DEN,SF/PF,3200,10.98,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1613,1450294
Tyrese Haliburton,IND,PG,8800,10.76,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1338,1450266
Aaron Wiggins,OKC,SF/PF,3300,9.1,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1448,1450293
Cason Wallace,OKC,PG/SG,3400,7.03,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1730,1450291
Sam Merrill,CLE,SG,3500,3.69,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1300,1450290
Ty Jerome,CLE,PG,5000,3.13,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1195,1450282
Isaiah Joe,OKC,SG/SF,3100,1.75,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1284,1450296
Jaylin Williams,OKC,C,3000,1.13,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1622,1450326
Dean Wade,CLE,PF,3300,62.0,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1136,1450292
Thomas Bryant,IND,C,3000,44.0,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,876,1450311
Ben Sheppard,IND,PG/SG,3000,13.0,176532,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1661,1450317
Michael Porter Jr.,DEN,SF,4500,57.04,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1063,1450284
Bennedict Mathurin,IND,SG/SF,4100,51.82,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1547,1450287
Nikola Jokic,DEN,C,11200,49.4,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,489,1450263
Jamal Murray,DEN,PG/SG,7300,44.05,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,779,1450269
T.J. McConnell,IND,PG,3800,42.9,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,69,1450288
Max Strus,CLE,SG/SF,5100,41.97,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1106,1450281
Aaron Gordon,DEN,PF/C,6100,40.23,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,240,1450275
Chet Holmgren,OKC,PF/C,7100,36.72,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1623,1450270
Evan Mobley,CLE,PF/C,7500,35.83,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1405,1450268
Jalen Williams,OKC,SF/PF,7800,33.19,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1621,1450267
Myles Turner,IND,C,6200,32.42,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,175,1450274
Shai Gilgeous-Alexander,OKC,PG,10200,28.73,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1016,1450264
Christian Braun,DEN,SG/SF,5300,28.51,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1608,1450279
Donovan Mitchell,CLE,PG/SG,9500,27.09,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,927,1450265
Pascal Siakam,IND,PF,6500,22.65,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,686,1450273
Isaiah Hartenstein,OKC,C,6000,21.06,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1045,1450276
Andrew Nembhard,IND,PG/SG,5900,20.63,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1548,1450277
Russell Westbrook,DEN,PG,5200,20.4,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,549,1450280
Aaron Nesmith,IND,SG/SF,5400,17.29,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1276,1450278
Obi Toppin,IND,PF/C,3600,17.06,176534,NBA,DraftKings,2371,2025-09-18T03:39:44.372330+00:00,1281,1450289
