period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2378,176866,NBA Showdown $500K Shootaround [$100K to 1st]   (MIN @ OKC),4,29411,20.0,500000.0
2378,176892,NBA $2K Quarter Jukebox [Just $0.25!] (Tue - Wed),4,9512,0.25,2000.0
