player_name,team,pos,salary,proj_own_pct,proj_fpts,scored_fpts,floor_fpts,ceil_fpts,conf,value_per_k,game_id,home_team,away_team,matchup,game_ticks,ppg,opp_rank,opp_total,sport,site,slate_id,scraped_at,player_id,salary_id,daily_contest_id
Shai Gilgeous-Alexander,OKC,PG,12200,67.6,53.32,54.25,42.81,59.32,92.0,4.370491803278688,15240,OKC,DEN,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,53.3,29.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1016,1451326,0
Alex Caruso,OKC,PG/SG,4800,60.1,20.74,22.0,11.38,32.97,85.0,4.320833333333333,15240,OKC,DEN,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,19.5,26.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,789,1451335,0
Jalen Williams,OKC,SF/PF,9600,59.5,39.12,43.25,33.58,46.01,90.0,4.075,15240,OKC,DEN,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,40.2,11.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1621,1451327,0
Jamal Murray,DEN,PG/SG,9200,56.0,39.25,24.75,26.74,50.45,88.0,4.266304347826087,15240,OKC,OKC,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,39.5,19.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,779,1451328,0
Nikola Jokic,DEN,C,13800,51.3,63.08,39.75,49.16,74.62,92.0,4.571014492753623,15240,OKC,OKC,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,67.0,27.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,489,1451325,0
Christian Braun,DEN,SG/SF,7000,49.9,29.5,30.5,17.95,39.64,82.0,4.214285714285714,15240,OKC,OKC,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,29.0,16.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1608,1451332,0
Russell Westbrook,DEN,PG,5600,38.4,20.19,14.25,14.05,32.04,85.0,3.605357142857143,15240,OKC,OKC,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,30.5,22.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,549,1451334,0
Chet Holmgren,OKC,PF/C,8800,33.7,35.75,32.75,24.18,46.19,86.0,4.0625,15240,OKC,DEN,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,34.8,28.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1623,1451329,0
Julian Strawther,DEN,SG/SF,1000,31.2,7.98,10.25,1.9,12.72,72.0,7.98,15240,OKC,OKC,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,14.6,6.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1719,1451342,0
Jaylin Williams,OKC,C,1000,27.2,8.4,6.0,0.0,25.97,77.0,8.4,15240,OKC,DEN,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,17.5,5.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1622,1451341,0
Aaron Wiggins,OKC,SF/PF,1200,24.9,11.57,24.5,4.38,33.12,78.0,9.641666666666667,15240,OKC,DEN,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,20.8,26.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1448,1451340,0
Cason Wallace,OKC,PG/SG,2000,24.2,14.92,22.25,9.74,25.79,83.0,7.46,15240,OKC,DEN,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,20.2,19.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1730,1451338,0
Peyton Watson,DEN,SF/PF,1600,22.0,12.92,13.0,7.43,17.39,81.0,8.075,15240,OKC,OKC,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,17.4,15.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1613,1451339,0
Isaiah Hartenstein,OKC,C,8000,18.8,28.9,20.25,19.39,36.51,87.0,3.6125,15240,OKC,DEN,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,33.3,13.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1045,1451331,0
Luguentz Dort,OKC,SG/SF,4200,14.4,17.86,18.75,10.96,27.11,82.0,4.252380952380952,15240,OKC,DEN,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,21.2,11.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1246,1451336,0
Michael Porter Jr.,DEN,SF,5800,13.7,19.56,13.25,13.1,30.65,87.0,3.372413793103448,15240,OKC,OKC,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,31.4,3.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1063,1451333,0
Aaron Gordon,DEN,PF/C,8200,4.8,22.22,20.25,25.28,41.72,86.0,2.709756097560976,15240,OKC,OKC,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,28.2,10.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,240,1451330,0
Isaiah Joe,OKC,SG/SF,1000,2.8,3.54,9.0,0.0,28.59,79.0,3.54,15240,OKC,DEN,DEN@OKC 12:30 PM,/Date(1747585800000-0400)/,17.4,19.0,30.0,NBA,DraftKings,2377,2025-09-18T03:41:10.925703+00:00,1284,1451352,0
