player_name,team,pos,salary,proj_own_pct,proj_fpts,scored_fpts,floor_fpts,ceil_fpts,conf,value_per_k,game_id,home_team,away_team,matchup,game_ticks,ppg,opp_rank,opp_total,sport,site,slate_id,scraped_at,player_id,salary_id,daily_contest_id
Nick Smith Jr.,CHA,SG/SF,4200,44.7,28.98,34.25,5.9,31.02,68.0,6.8999999999999995,14553,CHA,POR,POR@CHA 4:00 PM,/Date(1737752400000-0500)/,10.7,14.0,30.0,NBA,DraftKings,2268,2025-09-18T03:12:45.501740+00:00,1679,1383083,0
Mark Williams,CHA,C,7800,40.0,45.27,38.75,24.46,49.79,84.0,5.8038461538461545,14553,CHA,POR,POR@CHA 4:00 PM,/Date(1737752400000-0500)/,34.4,18.0,30.0,NBA,DraftKings,2268,2025-09-18T03:12:45.501740+00:00,1566,1383059,0
Jaren Jackson Jr.,MEM,PF/C,8100,38.4,45.3,49.25,30.09,55.75,87.0,5.592592592592593,14555,MEM,NOP,NOP@MEM 5:00 PM,/Date(1737756000000-0500)/,39.7,11.0,30.0,NBA,DraftKings,2268,2025-09-18T03:12:45.501740+00:00,1059,1383056,0
Paul George,PHI,SG/SF,8000,38.1,42.23,42.75,26.0,48.03,87.0,5.27875,14554,PHI,CLE,CLE@PHI 4:00 PM,/Date(1737752400000-0500)/,35.9,13.0,30.0,NBA,DraftKings,2268,2025-09-18T03:12:45.501740+00:00,166,1383057,0
Dejounte Murray,NOP,PG,8400,35.0,44.58,43.0,32.58,55.32,89.0,5.307142857142857,14555,MEM,MEM,NOP@MEM 5:00 PM,/Date(1737756000000-0500)/,41.9,4.0,30.0,NBA,DraftKings,2268,2025-09-18T03:12:45.501740+00:00,767,1383053,0
Vasilije Micic,CHA,PG,3400,34.1,28.64,14.0,4.79,27.94,73.0,8.423529411764706,14553,CHA,POR,POR@CHA 4:00 PM,/Date(1737752400000-0500)/,15.1,5.0,30.0,NBA,DraftKings,2268,2025-09-18T03:12:45.501740+00:00,1729,1383106,0
Cody Martin,CHA,SG/SF,3900,30.5,27.56,2.75,12.14,27.7,84.0,7.066666666666666,14553,CHA,POR,POR@CHA 4:00 PM,/Date(1737752400000-0500)/,20.9,2.0,30.0,NBA,DraftKings,2268,2025-09-18T03:12:45.501740+00:00,1176,1383090,0
Donovan Mitchell,CLE,PG/SG,8300,30.2,42.9,58.75,26.06,49.73,87.0,5.16867469879518,14554,PHI,PHI,CLE@PHI 4:00 PM,/Date(1737752400000-0500)/,39.7,9.0,30.0,NBA,DraftKings,2268,2025-09-18T03:12:45.501740+00:00,927,1383054,0
Scotty Pippen Jr.,MEM,PG,3700,26.5,27.5,23.75,11.87,32.97,83.0,7.4324324324324325,14555,MEM,NOP,NOP@MEM 5:00 PM,/Date(1737756000000-0500)/,23.9,17.0,30.0,NBA,DraftKings,2268,2025-09-18T03:12:45.501740+00:00,1577,1383096,0
Desmond Bane,MEM,SG,7900,26.3,43.16,42.5,34.33,49.21,88.0,5.463291139240505,14555,MEM,NOP,NOP@MEM 5:00 PM,/Date(1737756000000-0500)/,36.1,26.0,30.0,NBA,DraftKings,2268,2025-09-18T03:12:45.501740+00:00,1362,1383058,0
