player_name,team,pos,salary,actual_own_pct,contest_id,sport,site,slate_id,scraped_at,player_id,salary_id
Buddy Hield,GSW,SG,4100,94.17,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,749,1372156
Kyle Anderson,GSW,PF,3500,88.51,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,439,1372182
Paul George,PHI,SG/SF,7500,88.08,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,166,1372087
Dennis Schroder,GSW,PG/SG,5400,81.72,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,208,1372128
Shai Gilgeous-Alexander,OKC,PG,10400,81.55,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1016,1372060
Lindy Waters III,GSW,SG/SF,3300,59.88,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1525,1372193
Nikola Jokic,DEN,C,12300,57.01,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,489,1372058
Zach LaVine,CHI,SG/SF,8100,28.55,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,502,1372081
Kevon Looney,GSW,C,3200,28.02,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,303,1372203
Guerschon Yabusele,PHI,PF/C,5500,27.94,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,806,1372124
Trayce Jackson-Davis,GSW,C,5500,22.19,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1683,1372125
Jordan Hawkins,NOP,SG,3200,20.63,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1698,1372201
Kelly Oubre Jr.,PHI,SG,5700,12.45,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,265,1372119
Domantas Sabonis,SAC,C,9400,12.18,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,788,1372065
Tyrese Maxey,PHI,PG,9400,9.05,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1285,1372066
Moses Moody,GSW,SG/SF,3600,8.79,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1425,1372177
Karl-Anthony Towns,NYK,C,10000,7.57,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,512,1372062
Josh Giddey,CHI,PG,7000,6.18,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1445,1372094
Jalen Smith,CHI,C,3200,5.31,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1337,1372197
Coby White,CHI,PG/SG,6600,4.53,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1131,1372099
Lonzo Ball,CHI,PG,3900,3.92,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,878,1372162
Keon Ellis,SAC,SG,4000,3.66,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1581,1372157
Patrick Williams,CHI,PF,4300,3.66,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1288,1372152
Malik Monk,SAC,PG/SG,7000,3.05,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,864,1372093
Luguentz Dort,OKC,SG/SF,4000,2.96,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1246,1372158
Isaiah Hartenstein,OKC,C,7200,2.61,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1045,1372090
Nikola Vucevic,CHI,C,8500,2.44,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,251,1372074
Cole Anthony,ORL,PG/SG,5500,2.26,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1309,1372123
Jamal Murray,DEN,PG/SG,7600,2.18,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,779,1372086
Brandon Boston Jr.,NOP,SG/SF,3500,2.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1426,1372180
Gui Santos,GSW,SG,3000,2.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1739,1372273
Jeremiah Robinson-Earl,NOP,PF/C,3200,1.91,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1447,1372205
Jayson Tatum,BOS,SF/PF,10300,1.39,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,802,1372061
Pascal Siakam,IND,PF,7200,1.39,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,686,1372089
Alexandre Sarr,WAS,PF/C,6100,1.04,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1794,1372110
Corey Kispert,WAS,SG/SF,4500,96.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1419,1372147
Michael Porter Jr.,DEN,SF/PF,6500,78.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1063,1372102
Bennedict Mathurin,IND,SG/SF,5800,70.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1547,1372117
Keegan Murray,SAC,PF,4700,61.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1580,1372142
Kyle Kuzma,WAS,PF,6400,52.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,877,1372105
Giannis Antetokounmpo,MIL,PF/C,11800,52.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,178,1372059
Eric Gordon,PHI,SG/SF,3400,52.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,392,1372185
Jalen Williams,OKC,PF,8300,52.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1621,1372077
CJ McCollum,NOP,PG/SG,7800,44.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,527,1372085
Dejounte Murray,NOP,PG,8500,44.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,767,1372076
Caleb Martin,PHI,SF/PF,5200,44.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1174,1372131
Kristaps Porzingis,BOS,C,7000,44.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,52,1372095
Tyrese Haliburton,IND,PG,8600,44.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1338,1372073
Tyrese Martin,BKN,SG/SF,5200,35.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1553,1372130
Aaron Wiggins,OKC,SF/PF,3200,35.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1448,1372198
Peyton Watson,DEN,PF,3700,35.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1613,1372169
Keon Johnson,BKN,PG/SG,5800,35.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1427,1372118
Andre Drummond,PHI,C,5100,35.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,147,1372134
Zion Williamson,NOP,PF/C,9000,35.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1208,1372068
Bobby Portis,MIL,PF/C,6300,26.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,114,1372106
Javonte Green,NOP,SF/PF,3300,26.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1108,1372195
Mikal Bridges,NYK,SG/SF,6300,26.0,168856,NBA,DraftKings,2254,2025-09-18T03:08:55.607091+00:00,1028,1372107
