player_name,team,pos,salary,actual_own_pct,contest_id,sport,site,slate_id,scraped_at,player_id,salary_id
Deni Avdija,POR,SF/PF,8600,61.77,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1317,1434346
Dalano Banton,POR,PG/SG,4300,58.27,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1402,1434417
Shaedon Sharpe,POR,PG/SG,7100,39.15,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1619,1434356
Giannis Antetokounmpo,MIL,PF/C,12100,33.4,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,178,1434332
Ja'Kobe Walter,TOR,SG/SF,4200,29.96,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1768,1434421
Zach Edey,MEM,C,4500,29.55,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1832,1434412
Ryan Rollins,MIL,PG,4700,25.36,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1571,1434402
Donovan Clingan,POR,C,5500,25.31,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1846,1434382
Orlando Robinson,TOR,C,4300,22.7,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1556,1434418
Marcus Smart,WAS,PG/SG,3500,22.56,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,14,1434446
LeBron James,LAL,SF/PF,10100,21.65,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,126,1434334
Jamal Shead,TOR,PG,4500,18.78,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1767,1434410
Drew Timme,BKN,C,4100,17.79,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1665,1434425
Pelle Larsson,MIA,SG/SF,4400,17.47,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1790,1434416
Jonathan Mogbo,TOR,PF/C,4000,16.06,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1765,1434426
Lonnie Walker IV,PHI,SG/SF,4700,14.97,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1049,1434400
Carlton Carrington,WAS,PG/SG,5500,14.81,174493,NBA,DraftKings,2331,2025-09-18T03:30:17.676367+00:00,1795,1434383
