bucket,n_slates,mae_A_mean,mae_A_median,mae_A_std,mae_B_mean,mae_B_median,mae_B_std,mae_C_mean,mae_C_median,mae_C_std,A_better,C_better
0-10,2,6.088218502451948,6.088218502451948,0.6646759532724604,6.034615841827854,6.034615841827854,0.6602594344593373,5.367331682272146,5.367331682272146,0.8212328600392222,False,True
10-20,2,6.178767568383351,6.178767568383351,0.7193652354698754,6.7636161084901385,6.7636161084901385,2.532670721851526,7.813821606131741,7.813821606131741,1.9343402241768488,True,False
20-30,2,6.808429653771206,6.808429653771206,0.5530731241871574,7.251669446749431,7.251669446749431,0.5311152974373661,8.22403024735716,8.22403024735716,0.6749411340438334,True,False
30+,2,6.686949132072687,6.686949132072687,0.5326891685207227,5.885278076404487,5.885278076404487,0.5841565943321632,5.40557118343024,5.40557118343024,0.48076319324174976,False,True
