game_date,quality_tier,skip_reason,missing_feature_frac,n_games,n_teams,n_players,has_labels,mae_A,rmse_A,top5_sum_A,max_minutes_A,gini_A,roster_size_A,bench_crush_A,mae_B,rmse_B,top5_sum_B,max_minutes_B,gini_B,roster_size_B,bench_crush_B,mae_C,rmse_C,top5_sum_C,max_minutes_C,gini_C,roster_size_C,bench_crush_C,mae_D,rmse_D,top5_sum_D,max_minutes_D,gini_D,roster_size_D,bench_crush_D,mae_D_best,best_D_alpha,A_wins_mae,C_wins_mae,D_wins_mae,A_wins_top5,C_wins_top5,D_wins_top5
2025-11-15,skipped,too_many_missing_features (9/58),0.15517241379310345,5,10,176,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-16,skipped,too_many_missing_features (9/58),0.15517241379310345,8,16,281,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-17,skipped,too_many_missing_features (9/58),0.15517241379310345,8,16,281,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-18,skipped,too_many_missing_features (9/58),0.15517241379310345,6,12,210,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-19,skipped,too_many_missing_features (9/58),0.15517241379310345,9,18,317,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-20,skipped,too_many_missing_features (9/58),0.15517241379310345,4,8,140,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-21,skipped,too_many_missing_features (9/58),0.15517241379310345,9,18,316,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-22,skipped,too_many_missing_features (9/58),0.15517241379310345,7,14,247,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-23,skipped,too_many_missing_features (9/58),0.15517241379310345,8,16,277,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-24,skipped,too_many_missing_features (9/58),0.15517241379310345,10,20,352,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-25,skipped,too_many_missing_features (9/58),0.15517241379310345,3,6,103,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-26,skipped,too_many_missing_features (9/58),0.15517241379310345,9,18,318,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-27,skipped,too_many_missing_features (9/58),0.15517241379310345,9,18,318,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-28,skipped,too_many_missing_features (9/58),0.15517241379310345,11,22,387,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-29,skipped,too_many_missing_features (9/58),0.15517241379310345,8,16,281,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-11-30,clean,,0.0,8,16,280,True,7.8014040649652685,9.951952081835962,134.71466246831466,31.758105120695042,0.38831860408569413,17.4375,10.70519847004574,6.769443324943383,9.769376027920524,143.10770993297257,31.13872741363174,0.16580483612614833,11.0,14.820293660985579,7.004942187746391,10.556811203681821,155.12770810791955,36.538913493325026,0.25039168099060005,11.0,11.451258843502945,6.830193110106715,10.08209045618072,155.5117731498459,35.958744883666114,0.24543532251418698,11.0,11.49752685181012,6.678660841214901,0.0,False,False,False,False,True,True
2025-12-01,clean,,0.0,8,16,280,False,,,145.1204583145783,34.10489963460723,0.444280110932061,17.25,9.816186478437373,,,145.28177138019413,31.60860254909038,0.17670244015200112,10.9375,14.530029221619756,,,159.257849955822,37.449669574823375,0.26564653386180215,10.9375,10.69380213642318,,,159.38320370006468,36.81483478420372,0.2607667683475112,10.9375,11.020690311927114,,,,,,False,True,True
2025-12-02,clean,,0.0,8,16,280,False,,,148.36955592709123,35.306549276597266,0.45759868223554845,17.1875,9.324783509057735,,,146.05346682039558,31.760115330994946,0.1807571977407012,10.9375,14.200925916436079,,,162.29993465083942,38.637708509711416,0.28238133247179653,10.9375,9.979558031508681,,,161.9536388331064,37.70007320259516,0.2740964348411391,10.9375,10.372065794986277,,,,,,True,True,True
2025-12-03,clean,,0.0,8,16,280,False,,,148.30636069461056,36.32432727453869,0.4580323578094952,17.25,9.427985855796706,,,146.230841108946,32.19107664803486,0.17835326251318218,10.875,14.452288138670873,,,163.00718419837324,39.871870486686774,0.28362921922015827,10.875,10.017919316100349,,,162.4637575599403,38.87535546209935,0.27561797304705465,10.875,10.415350086302364,,,,,,True,True,True
2025-12-04,clean,,0.0,8,16,280,False,,,147.84179465019741,35.819515491566555,0.45735014764933357,17.1875,9.626551984524852,,,147.46888004355185,32.33935771871512,0.1820098151507265,10.875,14.235648878192139,,,162.44494371937319,39.38872098966517,0.2817452402895759,10.875,10.312630078098785,,,162.473063989218,38.554825890058616,0.2751885900576933,10.875,10.656839878248256,,,,,,True,True,True
2025-12-05,clean,,0.0,8,16,280,False,,,145.6648522042457,35.032668738935655,0.4518366145322208,17.125,9.68281042399861,,,146.3687236381596,31.709872031770523,0.18148382860399212,11.0,14.280837440707208,,,159.22473855964355,38.31925183555035,0.27383300633831686,11.0,10.492851706247198,,,160.2766699185628,37.55731072934003,0.2705968793375645,11.0,10.818633033994999,,,,,,False,True,True
2025-12-06,clean,,0.0,8,16,280,False,,,147.87790473598753,36.04676450280343,0.45787772187215764,17.25,9.312279823213352,,,146.73124949180132,31.88120917943956,0.1832154564332145,11.0,14.263457109588668,,,161.28508780551,39.188479154063636,0.28205061006795706,11.0,10.176294560937011,,,161.25007024784608,38.17014129128043,0.2763116395968564,11.0,10.309968320059065,,,,,,True,True,True
2025-12-07,clean,,0.0,8,16,280,False,,,149.72287249184612,36.42682156903777,0.4644942827393305,17.0625,9.52103954084785,,,146.57340863772816,31.881644540154266,0.1824657339373127,11.0,14.328950679180167,,,162.8836877531705,39.45149183332957,0.28827920587815964,11.0,10.29566239689042,,,162.03482475324162,38.22044885628876,0.2801518759943308,11.0,10.497347285104796,,,,,,True,True,True
2025-12-08,skipped,too_many_missing_features (9/58),0.15517241379310345,3,6,107,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-12-09,skipped,too_many_missing_features (9/58),0.15517241379310345,2,4,68,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-12-10,skipped,too_many_missing_features (9/58),0.15517241379310345,1,2,35,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-12-11,skipped,too_many_missing_features (9/58),0.15517241379310345,1,2,35,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-12-12,skipped,too_many_missing_features (9/58),0.15517241379310345,7,14,247,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-12-13,skipped,too_many_missing_features (9/58),0.15517241379310345,2,4,70,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
2025-12-14,clean,,0.0,8,16,281,True,4.767480401279946,6.716035680531571,146.93834443781378,34.59234549316489,0.300625167194157,13.25,10.405061446680525,4.811722571132779,7.596159494417087,144.54522388569865,30.845894681184713,0.16555852047150815,11.0,14.8677072715051,4.6832556439997886,7.299374079996511,156.7305107993215,36.837521571590706,0.25392423321021557,11.0,10.76016685880666,4.616233083238263,7.1924826721809225,157.9037743888538,36.454131663878556,0.2503102294399492,11.0,11.119197107151592,4.600487235316306,0.5,True,True,True,True,True,True
2025-12-15,clean,,0.0,5,10,174,True,4.8795240806030105,6.887039304193434,159.32682760297013,37.72105642148597,0.34763736927861466,12.9,9.071349082719385,5.10895251926969,7.814064894282135,146.00067818616094,31.32550831336716,0.17183248103079513,11.0,14.817695738998333,4.5386269065631355,6.927133086822735,166.52184315896653,39.44530893507161,0.3008978968598597,11.0,9.168307470751031,4.512463103027208,6.860627214085894,166.0449562545855,38.466220429860385,0.2898684542184148,11.0,9.617880139483159,4.512463103027208,0.7,True,True,True,True,True,True
2025-12-16,clean,,0.0,1,2,35,True,3.874286004629699,5.6029951804093,168.34198516133216,37.15197234657525,0.48515078320359556,16.0,4.03085138165498,4.361355907683357,6.771942734374875,149.74892507841605,31.187813109850186,0.19177903076979363,11.0,14.730925994661598,3.2245608830143446,5.506441324455496,178.42560124615215,39.36436479883378,0.3497300025259443,11.0,4.279901445420024,3.437725886266043,5.582808601707311,175.96022580799865,38.54203945819365,0.3334687048526944,11.0,5.717902483953518,3.2245608622048327,1.0,True,True,True,True,True,True
2025-12-17,clean,,0.0,2,4,70,True,3.1744404143858644,4.673233394639599,161.04027448022234,37.32799479653506,0.3050212996800262,11.5,8.55653947650259,3.427244046301238,5.547678890119752,151.16399951530747,31.857433152303102,0.17919558661004878,10.75,14.876990134772935,2.863325027083607,4.460393982343586,164.5179790492582,38.100342026805166,0.287433881512405,10.75,8.406063746373844,2.9850243350948893,4.541223024961508,166.09143601827986,37.61523853057196,0.28180317786009634,10.75,8.91198799134164,2.8633250099732805,1.0,True,True,True,True,True,True
2025-12-18,clean,,0.0,12,24,427,True,4.521881599701418,6.563489858717438,155.89937654780297,36.672671741981446,0.32963118832618304,12.958333333333334,9.616067413354093,4.344385855064089,6.681600777461926,147.02890942790924,31.679828386276338,0.1714781743223831,10.875,14.851054773563419,4.258781271611658,6.489546379043725,164.46606739209616,38.60651007822704,0.28359169729487776,10.875,9.539055296398283,4.1880014852018155,6.36529039417984,164.23727906260754,37.832226224696264,0.2746153990987969,10.875,10.057962039981874,4.1880014852018155,0.7,False,True,True,True,True,True
2025-12-19,clean,,0.0,5,10,172,True,4.362599871744221,6.865256100277846,161.78542073301654,37.7023955388848,0.3453286338413398,12.4,9.342048656299683,4.131754387356335,6.313529872356192,148.25831576115675,32.11639871166878,0.179952307789862,10.9,14.778068185117116,4.1117487442737195,6.806280040993925,166.8928771618154,38.881673341930906,0.29864152751697537,10.9,9.576599582004453,4.039327722111684,6.523716389830772,166.22374311878843,38.27770520308658,0.28949927377623613,10.9,9.91819077392774,4.039327722111684,0.7,False,True,True,True,True,True
2025-12-20,clean,,0.0,10,20,353,True,7.470539944286156,9.936132641660894,141.77965182048544,33.34013704519133,0.42910451970662844,17.65,9.247402963784726,6.6487593769146685,9.62725900459454,144.25741255742338,32.16629532309164,0.1752387583532127,11.0,14.624088863710199,7.0774603751105785,10.647060625860517,159.10314079305243,37.40273239163722,0.2708428906445827,11.0,10.184671262097435,6.900245746579329,10.234256830359909,159.5519185276571,37.5545014508636,0.2688983127296919,11.0,10.332894621981076,6.7386301703333125,0.0,False,False,False,False,True,True
2025-12-21,clean,,0.0,6,12,209,True,5.88477786021781,8.051242653784374,146.78539135682843,33.928269210869594,0.43267959672366624,16.75,9.268765336782339,5.822381931544399,8.781760437510782,148.04670504524697,31.83497495560083,0.17482430194662377,10.833333333333334,14.705716524637127,5.483608094748866,8.566656218195995,159.95228415394823,36.96833940204467,0.26423796402584876,10.833333333333334,9.595884544858192,5.37559087332122,8.308936946821005,160.94020634255295,36.675793264615514,0.26294125000940355,10.833333333333334,9.940511728387513,5.37559087332122,0.7,False,True,True,False,True,True
2025-12-22,clean,,0.0,7,14,250,True,6.732933001213814,8.711951053417334,136.87661405548334,33.2062040732214,0.4172368911264887,17.785714285714285,10.743026396714187,6.973755892384486,9.767294758709761,144.7912843732294,32.537755217250954,0.16868442085847993,10.857142857142858,14.929923006423822,7.091737334865795,9.987502762904697,155.1933935316502,37.680344236342194,0.24295089461373592,10.857142857142858,11.380157611318877,7.051185922245533,9.777944083490887,156.20642702378058,37.68485410067318,0.24355005220899376,10.857142857142858,11.562167554040785,7.046795776422506,0.5,True,False,False,False,True,True
2025-12-23,clean,,0.0,14,28,492,True,7.162613707793418,9.60911717304222,142.62730567350886,34.50206285533054,0.4361600670962857,17.321428571428573,9.466446787277658,6.705801069037423,9.496289632468892,143.2564478454155,32.00788717866122,0.16962032255786322,11.0,14.691767490001224,7.280751445853802,10.489946116843655,159.13545818180137,38.51870740503979,0.27452674444350217,11.0,10.004466623319027,7.037540018952551,9.995791656115875,158.81115098483357,37.95765465261303,0.26691595271138524,11.0,10.325586640532649,6.682371516778739,0.0,False,False,False,False,True,True
2025-12-24,clean,,0.0,14,28,492,False,,,139.39226868262972,32.544083664348044,0.42835408799632063,17.357142857142858,10.044724802825312,,,142.68960625252936,31.07714344295403,0.16462099858727255,10.964285714285714,14.877590045703604,,,154.32687791621547,36.01929390182213,0.2478932091175669,10.964285714285714,10.874929312124193,,,154.99531398181517,35.902015266440614,0.24590038399130373,10.964285714285714,11.055594627025224,,,,,,False,True,True
2025-12-25,clean,,0.0,14,28,492,False,,,139.26499625978727,32.58532533210612,0.42701391714789655,17.357142857142858,10.1706197097505,,,142.94069756304378,31.1560059896067,0.16575362801311047,10.964285714285714,14.826004687478285,,,154.76831277350993,36.20798674474379,0.2500530750588154,10.964285714285714,10.957022275225032,,,155.42038274018205,36.04587908432067,0.2483453692246926,10.964285714285714,11.02996036538369,,,,,,False,True,True
2025-12-26,clean,,0.0,14,28,492,False,,,141.02193509937598,33.19295571316807,0.43341037331001797,17.285714285714285,10.016296169130827,,,143.2596343273474,31.329429436367167,0.16688382556952225,10.964285714285714,14.772011148766206,,,156.5661515765086,36.836956221375814,0.25874541930495043,10.964285714285714,10.553972617859404,,,156.85587453382024,36.5752835222511,0.25511766348064624,10.964285714285714,10.895485354652099,,,,,,False,True,True
2025-12-27,clean,,0.0,14,28,492,False,,,141.86102075626258,33.49206083548786,0.4363511182025243,17.285714285714285,9.915420793679402,,,143.0373593968744,31.295611309262622,0.16659745375261395,10.964285714285714,14.78039585165608,,,157.36508205870388,37.139805186977696,0.26230030976861507,10.964285714285714,10.457547222515961,,,157.26799569179875,36.81518440551247,0.2568590680738098,10.964285714285714,10.867752035379695,,,,,,False,True,True
2025-12-28,clean,,0.0,14,28,492,False,,,142.8808286269991,33.69310038325131,0.43920418302828923,17.285714285714285,9.908931339402859,,,142.43572632082322,31.08555485020246,0.1637800914738275,10.964285714285714,14.932419289260512,,,158.10063156141834,37.263667333135686,0.2644379778503683,10.964285714285714,10.612113944797233,,,157.56236562312367,36.79812855078769,0.2567340625357387,10.964285714285714,10.952587413381318,,,,,,True,True,True
2025-12-29,clean,,0.0,14,28,492,False,,,142.76482712594623,33.634525499867785,0.4396075478162529,17.25,9.985862448559827,,,142.22706237217278,30.870819483355486,0.16231868728458076,10.964285714285714,14.950099808318475,,,157.84745453999844,37.17549298550239,0.26340687559959997,10.964285714285714,10.640429373598469,,,157.24922495003543,36.66349254377777,0.2550959634997622,10.964285714285714,10.97472538828973,,,,,,True,True,True
2025-12-30,clean,,0.0,14,28,492,False,,,142.51247065788655,33.489838037553945,0.43872837155313155,17.178571428571427,10.042212414886396,,,142.43097406180627,30.72694272345132,0.161842390418485,10.964285714285714,14.993898577292715,,,157.60983598890007,37.02655371467002,0.2618248137366871,10.964285714285714,10.658778199737643,,,157.11509130641724,36.47490076823515,0.25399147985901205,10.964285714285714,10.973739886145193,,,,,,True,True,True
2025-12-31,skipped,features_not_found,0.0,0,0,0,False,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False
