bucket,n_slates,mae_A_mean,mae_A_median,mae_A_std,mae_B_mean,mae_B_median,mae_B_std,mae_C_mean,mae_C_median,mae_C_std,A_better,C_better
0-10,3,6.331735734256857,6.752894455724408,0.6427524403772846,6.250080340967476,6.681009339246723,0.6192562054384435,5.687377793800416,6.188564542311369,0.8089960654709838,False,True
10-20,3,6.6591725960386015,6.898132803853226,0.8980917970125905,7.198223148116267,8.067437227368528,2.1573240866100294,8.478244440756546,9.74816183030859,1.8377604509077754,True,False
20-30,3,7.16553962429037,7.361502777958364,0.6774818441998951,6.985556685349135,6.720554149312065,0.574184328424392,8.31087916442061,8.484576998547512,0.5646082639669491,False,False
30+,3,6.646075290434663,6.5643276071586145,0.4387632338365417,5.63332397938206,5.301121482072324,0.5953606905178916,5.518451427801527,5.744211916544101,0.42376022833985444,False,True
