game_date,rows,coverage_rolling,coverage_global,coverage_raw,improvement_vs_global,improvement_vs_raw
2025-10-21,35,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.0,0.0
2025-10-22,204,0.4215686274509804,0.4215686274509804,0.4215686274509804,0.0,0.0
2025-10-23,284,0.43309859154929575,0.43309859154929575,0.43309859154929575,0.0,0.0
2025-10-24,170,0.5,0.5,0.5,0.0,0.0
2025-10-25,385,0.42077922077922075,0.42077922077922075,0.42077922077922075,0.0,0.0
2025-10-26,313,0.43450479233226835,0.43450479233226835,0.43450479233226835,0.0,0.0
2025-10-27,137,0.43795620437956206,0.43795620437956206,0.43795620437956206,0.0,0.0
2025-10-28,385,0.43896103896103894,0.44415584415584414,0.44155844155844154,-0.0051948051948051965,-0.0025974025974025983
2025-10-29,240,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.0,0.0
2025-10-30,248,0.4596774193548387,0.4637096774193548,0.4637096774193548,-0.0040322580645161255,-0.0040322580645161255
2025-10-31,208,0.4519230769230769,0.4519230769230769,0.4519230769230769,0.0,0.0
2025-11-01,176,0.4659090909090909,0.4659090909090909,0.4659090909090909,0.0,0.0
2025-11-17,175,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.0,0.0
2025-11-18,281,0.4412811387900356,0.4412811387900356,0.4412811387900356,0.0,0.0
