game_date,rows,coverage_rolling,coverage_global,coverage_raw,improvement_vs_global,improvement_vs_raw
2025-10-21,35,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0
2025-10-22,204,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.0,0.0
2025-10-23,284,0.971830985915493,0.971830985915493,0.971830985915493,0.0,0.0
2025-10-24,170,0.8588235294117647,0.8588235294117647,0.8588235294117647,0.0,0.0
2025-10-25,385,0.9194805194805195,0.9194805194805195,0.9194805194805195,0.0,0.0
2025-10-26,313,0.8849840255591054,0.8849840255591054,0.8849840255591054,0.0,0.0
2025-10-27,137,0.8029197080291971,0.8029197080291971,0.8029197080291971,0.0,0.0
2025-10-28,385,0.8545454545454545,0.8571428571428571,0.8571428571428571,-0.0025974025974025983,-0.0025974025974025983
2025-10-29,240,0.9083333333333333,0.9041666666666667,0.9041666666666667,0.004166666666666652,0.004166666666666652
2025-10-30,248,0.9314516129032258,0.9233870967741935,0.9233870967741935,0.008064516129032251,0.008064516129032251
2025-10-31,208,0.8653846153846154,0.8509615384615384,0.8509615384615384,0.014423076923076983,0.014423076923076983
2025-11-01,176,0.9431818181818182,0.9431818181818182,0.9431818181818182,0.0,0.0
2025-11-17,175,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0
2025-11-18,281,0.9537366548042705,0.9466192170818505,0.9466192170818505,0.007117437722420017,0.007117437722420017
