player_name,team,pos,salary,actual_own_pct,contest_id,sport,site,slate_id,scraped_at,player_id,salary_id
Jalen Brunson,NYK,PG,9500,93.46,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1039,1309370
Aaron Nesmith,IND,SG/SF,4800,86.27,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1276,1309386
Josh Hart,NYK,SF/PF,7100,82.57,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,875,1309375
Isaiah Hartenstein,NYK,C,5200,79.52,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1045,1309384
Donte DiVincenzo,NYK,SG/SF,5600,77.78,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,988,1309382
Naz Reid,MIN,PF/C,4300,57.08,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1238,1309390
Karl-Anthony Towns,MIN,PF/C,6800,54.25,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,512,1309377
Myles Turner,IND,C,6700,42.27,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,175,1309378
OG Anunoby,NYK,SF/PF,5900,41.61,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,828,1309381
Miles McBride,NYK,PG/SG,3900,25.27,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1396,1309394
Michael Porter Jr.,DEN,SF/PF,6500,22.0,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1063,1309379
Kyle Anderson,MIN,SF/PF,3600,21.35,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,439,1309395
Mike Conley,MIN,PG,5400,20.26,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,463,1309383
Nikola Jokic,DEN,C,11000,18.52,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,489,1309369
Jamal Murray,DEN,PG,8000,17.65,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,779,1309374
Andrew Nembhard,IND,PG/SG,5000,11.33,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1548,1309385
Anthony Edwards,MIN,SG/SF,9000,11.11,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1372,1309371
Jaden McDaniels,MIN,SF,4500,11.11,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1370,1309388
Obi Toppin,IND,PF/C,4200,9.37,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1281,1309391
Nickeil Alexander-Walker,MIN,SG/SF,4100,4.58,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1204,1309392
T.J. McConnell,IND,PG,4400,3.49,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,69,1309389
Pascal Siakam,IND,SF/PF,8100,1.74,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,686,1309373
Reggie Jackson,DEN,PG,3400,1.74,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,152,1309397
Isaiah Jackson,IND,C,3100,65.0,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1412,1309401
Aaron Gordon,DEN,PF,6200,65.0,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,240,1309380
Mitchell Robinson,NYK,C,4000,44.0,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,963,1309393
Tyrese Haliburton,IND,PG,8300,22.0,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1338,1309372
Jericho Sims,NYK,PF/C,3000,22.0,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1397,1309418
Jacob Toppin,NYK,SF,3000,22.0,161837,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1642,1309414
Jalen Brunson,NYK,PG,9500,64.76,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1039,1309370
Naz Reid,MIN,PF/C,4300,50.15,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1238,1309390
Donte DiVincenzo,NYK,SG/SF,5600,49.02,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,988,1309382
Anthony Edwards,MIN,SG/SF,9000,45.79,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1372,1309371
OG Anunoby,NYK,SF/PF,5900,43.27,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,828,1309381
Nikola Jokic,DEN,C,11000,42.78,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,489,1309369
Aaron Nesmith,IND,SG/SF,4800,42.6,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1276,1309386
Josh Hart,NYK,SF/PF,7100,41.6,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,875,1309375
Obi Toppin,IND,PF/C,4200,38.51,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1281,1309391
Isaiah Hartenstein,NYK,C,5200,37.12,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1045,1309384
Michael Porter Jr.,DEN,SF/PF,6500,36.8,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1063,1309379
Mike Conley,MIN,PG,5400,33.79,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,463,1309383
Karl-Anthony Towns,MIN,PF/C,6800,32.37,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,512,1309377
Andrew Nembhard,IND,PG/SG,5000,29.36,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1548,1309385
Myles Turner,IND,C,6700,23.32,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,175,1309378
Miles McBride,NYK,PG/SG,3900,22.82,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1396,1309394
T.J. McConnell,IND,PG,4400,22.22,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,69,1309389
Jaden McDaniels,MIN,SF,4500,16.2,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1370,1309388
Kentavious Caldwell-Pope,DEN,SG,4600,13.96,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,145,1309387
Aaron Gordon,DEN,PF,6200,13.22,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,240,1309380
Mitchell Robinson,NYK,C,4000,13.02,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,963,1309393
Nickeil Alexander-Walker,MIN,SG/SF,4100,12.18,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,1204,1309392
Jamal Murray,DEN,PG,8000,11.29,161848,NBA,DraftKings,2153,2025-09-18T02:40:32.605576+00:00,779,1309374
