player_name,team,pos,salary,proj_own_pct,proj_fpts,scored_fpts,floor_fpts,ceil_fpts,conf,value_per_k,game_id,home_team,away_team,matchup,game_ticks,ppg,opp_rank,opp_total,sport,site,slate_id,scraped_at,player_id,salary_id,daily_contest_id
DeAndre Jordan,DEN,C,3200,42.7,23.0,51.25,2.95,20.36,57.99999999999999,7.1875,12845,LAC,LAC,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,3.3,5.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,316,1199435,0
Justin Holiday,DEN,SG/SF,3300,42.6,18.75,22.5,0.23,14.49,67.0,5.6818181818181825,12845,LAC,LAC,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,4.8,3.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,199,1199431,0
LeBron James,LAL,SF/PF,9700,31.6,48.07,29.5,37.79,61.52,91.0,4.955670103092784,12844,PHI,PHI,LAL@PHI 4:00 PM,/Date(1701118800000-0500)/,49.8,27.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,126,1199323,0
Reggie Jackson,DEN,PG,5800,29.0,30.27,66.75,13.6,32.34,78.0,5.218965517241379,12845,LAC,LAC,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,21.5,6.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,152,1199358,0
Max Christie,LAL,SG/SF,3900,26.7,11.16,12.75,0.49,16.45,49.0,2.8615384615384616,12844,PHI,PHI,LAL@PHI 4:00 PM,/Date(1701118800000-0500)/,10.2,13.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1578,1199410,0
Michael Porter Jr.,DEN,SF/PF,7500,25.0,36.17,25.5,24.04,41.12,85.0,4.822666666666667,12845,LAC,LAC,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,32.5,23.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1063,1199337,0
Jaden Ivey,DET,PG/SG,5400,23.1,28.74,37.75,14.22,39.1,87.0,5.322222222222222,12847,DET,WAS,WAS@DET 4:00 PM,/Date(1701118800000-0500)/,21.7,10.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1544,1199369,0
Joel Embiid,PHI,C,11700,20.4,60.14,68.25,45.76,72.77,91.0,5.140170940170941,12844,PHI,LAL,LAL@PHI 4:00 PM,/Date(1701118800000-0500)/,61.3,30.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,63,1199320,0
Zion Williamson,NOP,PF,8700,20.4,46.03,44.0,31.83,45.63,89.0,5.29080459770115,12846,UTA,UTA,NOP@UTA 6:00 PM,/Date(1701126000000-0500)/,38.8,19.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1208,1199327,0
Austin Reaves,LAL,SG/SF,6200,20.1,31.9,16.5,18.88,41.34,84.0,5.14516129032258,12844,PHI,PHI,LAL@PHI 4:00 PM,/Date(1701118800000-0500)/,30.3,12.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1482,1199352,0
Cade Cunningham,DET,PG,8300,17.7,41.16,45.25,29.14,47.11,85.0,4.959036144578312,12847,DET,WAS,WAS@DET 4:00 PM,/Date(1701118800000-0500)/,38.0,30.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1409,1199330,0
D'Angelo Russell,LAL,PG,6300,16.8,29.99,25.5,25.87,41.19,85.0,4.76031746031746,12844,PHI,PHI,LAL@PHI 4:00 PM,/Date(1701118800000-0500)/,33.2,15.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,339,1199351,0
Jordan Poole,WAS,SG,6800,14.2,32.99,14.5,18.39,37.89,85.0,4.851470588235294,12847,DET,DET,WAS@DET 4:00 PM,/Date(1701118800000-0500)/,29.2,22.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1177,1199346,0
Tyrese Haliburton,IND,PG,11000,13.6,51.44,49.0,38.15,66.82,90.0,4.676363636363636,12848,IND,POR,POR@IND 4:00 PM,/Date(1701118800000-0500)/,53.8,16.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1338,1199321,0
Buddy Hield,IND,SG/SF,6400,13.4,29.35,18.25,14.89,35.27,84.0,4.5859375,12848,IND,POR,POR@IND 4:00 PM,/Date(1701118800000-0500)/,24.7,14.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,749,1199350,0
Bruce Brown,IND,PG/SF,5600,12.5,27.48,22.75,16.83,30.95,84.0,4.9071428571428575,12848,IND,POR,POR@IND 4:00 PM,/Date(1701118800000-0500)/,24.1,11.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,979,1199363,0
Kawhi Leonard,LAC,PF,8000,11.6,39.27,51.5,28.31,49.0,89.0,4.90875,12845,LAC,DEN,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,37.4,14.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,447,1199332,0
Malcolm Brogdon,POR,PG/SG,7900,11.2,42.16,37.0,10.36,44.08,84.0,5.336708860759493,12848,IND,IND,POR@IND 4:00 PM,/Date(1701118800000-0500)/,35.4,27.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,705,1199333,0
Christian Braun,DEN,SG/SF,4900,11.2,21.45,5.5,8.89,29.71,68.0,4.377551020408163,12845,LAC,LAC,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,19.1,17.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1608,1199379,0
Peyton Watson,DEN,PF,3300,10.5,15.86,18.75,2.95,17.46,69.0,4.806060606060607,12845,LAC,LAC,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,9.7,17.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1613,1199430,0
Deni Avdija,WAS,SF/PF,6100,10.3,25.86,30.0,19.54,32.62,82.0,4.2393442622950825,12847,DET,DET,WAS@DET 4:00 PM,/Date(1701118800000-0500)/,26.1,2.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1317,1199354,0
Keyonte George,UTA,PG,6000,10.3,26.62,34.25,13.53,30.25,83.0,4.4366666666666665,12846,UTA,NOP,NOP@UTA 6:00 PM,/Date(1701126000000-0500)/,21.9,12.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1733,1199355,0
Myles Turner,IND,C,7200,10.2,35.18,28.5,26.29,42.68,85.0,4.886111111111111,12848,IND,POR,POR@IND 4:00 PM,/Date(1701118800000-0500)/,34.8,28.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,175,1199340,0
Dyson Daniels,NOP,PG/SF,5700,10.0,26.87,11.25,17.71,31.79,76.0,4.7140350877192985,12846,UTA,UTA,NOP@UTA 6:00 PM,/Date(1701126000000-0500)/,24.3,17.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1587,1199359,0
Jordan Clarkson,UTA,PG/SG,7400,10.0,33.36,38.0,17.9,45.19,87.0,4.508108108108108,12846,UTA,NOP,NOP@UTA 6:00 PM,/Date(1701126000000-0500)/,30.7,12.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,331,1199338,0
Daniel Gafford,WAS,C,5700,9.8,27.57,35.25,18.13,37.0,81.0,4.836842105263158,12847,DET,DET,WAS@DET 4:00 PM,/Date(1701118800000-0500)/,25.5,15.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1132,1199361,0
Tyrese Maxey,PHI,PG,9200,9.4,45.92,51.25,35.76,58.4,86.0,4.9913043478260875,12844,PHI,LAL,LAL@PHI 4:00 PM,/Date(1701118800000-0500)/,47.1,26.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1285,1199324,0
Jerami Grant,POR,PF,7600,9.2,35.36,54.25,23.34,45.13,86.0,4.652631578947369,12848,IND,IND,POR@IND 4:00 PM,/Date(1701118800000-0500)/,34.2,24.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,64,1199336,0
Kentavious Caldwell-Pope,DEN,SG,5600,9.2,26.59,20.75,13.5,29.22,84.0,4.748214285714286,12845,LAC,LAC,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,21.5,29.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,145,1199364,0
De'Anthony Melton,PHI,PG/SG,6000,8.8,28.28,15.5,19.81,34.35,81.0,4.713333333333334,12844,PHI,LAL,LAL@PHI 4:00 PM,/Date(1701118800000-0500)/,27.1,15.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1029,1199356,0
Kelly Olynyk,UTA,C,4900,8.5,24.77,15.0,14.49,31.35,84.0,5.055102040816326,12846,UTA,NOP,NOP@UTA 6:00 PM,/Date(1701126000000-0500)/,22.9,25.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,11,1199377,0
Deandre Ayton,POR,C,6900,8.3,34.62,41.25,23.91,42.37,85.0,5.017391304347825,12848,IND,IND,POR@IND 4:00 PM,/Date(1701118800000-0500)/,33.2,8.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1025,1199343,0
Shaedon Sharpe,POR,SG/SF,7000,8.0,31.79,31.75,21.39,39.48,81.0,4.541428571428571,12848,IND,IND,POR@IND 4:00 PM,/Date(1701118800000-0500)/,30.4,30.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1619,1199342,0
Ausar Thompson,DET,SF,6500,8.0,29.15,29.5,24.65,40.85,86.0,4.484615384615385,12847,DET,WAS,WAS@DET 4:00 PM,/Date(1701118800000-0500)/,33.0,23.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1656,1199349,0
Kyle Kuzma,WAS,PF,8600,7.8,41.17,61.0,29.57,49.06,86.0,4.787209302325582,12847,DET,DET,WAS@DET 4:00 PM,/Date(1701118800000-0500)/,39.3,17.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,877,1199328,0
Ivica Zubac,LAC,C,5300,7.3,23.43,45.0,17.76,33.08,82.0,4.420754716981132,12845,LAC,DEN,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,24.9,9.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,735,1199370,0
Jalen Duren,DET,C,6700,7.2,32.26,44.5,19.86,43.48,83.0,4.814925373134328,12847,DET,WAS,WAS@DET 4:00 PM,/Date(1701118800000-0500)/,34.3,16.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1541,1199347,0
Anthony Davis,LAL,C,9800,7.0,47.68,38.25,37.36,63.7,89.0,4.865306122448979,12844,PHI,PHI,LAL@PHI 4:00 PM,/Date(1701118800000-0500)/,50.4,2.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,387,1199322,0
Obi Toppin,IND,PF/C,5000,7.0,25.95,19.0,11.12,27.69,80.0,5.1899999999999995,12848,IND,POR,POR@IND 4:00 PM,/Date(1701118800000-0500)/,19.8,21.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1281,1199376,0
James Harden,LAC,PG/SG,7800,6.9,38.84,21.5,26.1,50.34,88.0,4.9794871794871804,12845,LAC,DEN,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,34.1,1.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,425,1199334,0
John Collins,UTA,PF/C,6600,6.5,28.55,16.25,25.04,36.34,83.0,4.325757575757576,12846,UTA,NOP,NOP@UTA 6:00 PM,/Date(1701126000000-0500)/,30.7,5.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,845,1199348,0
Bennedict Mathurin,IND,SG/SF,5100,6.4,22.48,15.0,11.89,35.67,81.0,4.407843137254902,12848,IND,POR,POR@IND 4:00 PM,/Date(1701118800000-0500)/,22.7,30.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1547,1199375,0
Walker Kessler,UTA,C,5500,6.4,30.65,32.5,14.74,40.95,82.0,5.572727272727272,12846,UTA,NOP,NOP@UTA 6:00 PM,/Date(1701126000000-0500)/,23.6,25.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1625,1199365,0
Tobias Harris,PHI,SF/PF,6900,6.1,31.98,13.75,27.25,40.53,85.0,4.634782608695652,12844,PHI,LAL,LAL@PHI 4:00 PM,/Date(1701118800000-0500)/,33.9,16.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,241,1199344,0
Jalen Smith,IND,C,4200,6.1,18.82,16.75,13.37,30.56,76.0,4.480952380952381,12848,IND,POR,POR@IND 4:00 PM,/Date(1701118800000-0500)/,19.7,27.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1337,1199399,0
Simone Fontecchio,UTA,SF/PF,3900,6.1,15.53,27.5,3.0,22.94,66.0,3.982051282051282,12846,UTA,NOP,NOP@UTA 6:00 PM,/Date(1701126000000-0500)/,10.1,1.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1624,1199409,0
Aaron Nesmith,IND,PF,4400,5.9,17.63,16.25,10.93,29.32,72.0,4.006818181818181,12848,IND,POR,POR@IND 4:00 PM,/Date(1701118800000-0500)/,19.8,17.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1276,1199393,0
Norman Powell,LAC,SG/SF,4800,5.8,25.05,18.5,12.68,30.39,85.0,5.21875,12845,LAC,DEN,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,20.6,20.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,91,1199382,0
Scoot Henderson,POR,PG/SG,5400,5.6,24.3,19.25,12.64,23.65,62.0,4.5,12848,IND,IND,POR@IND 4:00 PM,/Date(1701118800000-0500)/,18.1,28.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1726,1199368,0
Toumani Camara,POR,SF/PF,4300,5.3,15.68,8.0,10.39,21.42,79.0,3.646511627906977,12848,IND,IND,POR@IND 4:00 PM,/Date(1701118800000-0500)/,15.9,13.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1725,1199395,0
Julian Strawther,DEN,SG/SF,3600,5.3,14.71,17.25,1.36,17.35,50.0,4.086111111111111,12845,LAC,LAC,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,8.3,7.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1719,1199419,0
Tyus Jones,WAS,PG,6200,5.3,27.84,22.25,14.66,33.09,84.0,4.490322580645161,12847,DET,DET,WAS@DET 4:00 PM,/Date(1701118800000-0500)/,23.9,24.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,501,1199353,0
Matisse Thybulle,POR,SF,3800,4.9,12.94,5.75,6.26,23.52,74.0,3.405263157894737,12848,IND,IND,POR@IND 4:00 PM,/Date(1701118800000-0500)/,14.9,17.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1120,1199412,0
Jonas Valanciunas,NOP,C,7100,4.9,29.27,36.75,19.15,44.16,83.0,4.122535211267606,12846,UTA,UTA,NOP@UTA 6:00 PM,/Date(1701126000000-0500)/,31.6,14.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,97,1199341,0
Taurean Prince,LAL,SF/PF,4600,4.7,19.98,18.5,8.23,24.58,75.0,4.343478260869565,12844,PHI,PHI,LAL@PHI 4:00 PM,/Date(1701118800000-0500)/,16.2,19.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,707,1199388,0
Andrew Nembhard,IND,PG/SG,4100,4.5,18.33,17.25,11.92,31.36,83.0,4.470731707317073,12848,IND,POR,POR@IND 4:00 PM,/Date(1701118800000-0500)/,17.8,30.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1548,1199403,0
Robert Covington,PHI,PF/C,3800,4.3,13.53,13.75,7.97,20.97,73.0,3.5605263157894735,12844,PHI,LAL,LAL@PHI 4:00 PM,/Date(1701118800000-0500)/,14.5,2.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,62,1199414,0
Isaiah Livers,DET,PF,3500,4.1,14.78,15.75,9.77,26.57,78.0,4.222857142857142,12847,DET,WAS,WAS@DET 4:00 PM,/Date(1701118800000-0500)/,11.5,27.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1408,1199425,0
Collin Sexton,UTA,PG/SG,5100,3.9,21.21,17.0,12.62,29.26,83.0,4.158823529411765,12846,UTA,NOP,NOP@UTA 6:00 PM,/Date(1701126000000-0500)/,20.9,22.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,977,1199374,0
Paul George,LAC,SG/SF,8800,3.7,44.79,24.5,33.9,51.91,87.0,5.0897727272727264,12845,LAC,DEN,DEN@LAC 7:30 PM,/Date(1701131400000-0500)/,43.0,6.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,166,1199326,0
Corey Kispert,WAS,SG/SF,4700,3.7,18.49,17.75,10.54,25.14,85.0,3.934042553191489,12847,DET,DET,WAS@DET 4:00 PM,/Date(1701118800000-0500)/,17.3,27.0,30.0,NBA,DraftKings,2005,2025-09-18T02:00:19.381111+00:00,1419,1199386,0
