player_name,team,pos,salary,proj_own_pct,proj_fpts,scored_fpts,floor_fpts,ceil_fpts,conf,value_per_k,game_id,home_team,away_team,matchup,game_ticks,ppg,opp_rank,opp_total,sport,site,slate_id,scraped_at,player_id,salary_id,daily_contest_id
Aaron Nesmith,IND,SG/SF,5100,49.8,26.91,21.25,17.14,28.48,81.0,5.276470588235295,13879,IND,MIL,MIL@IND 3:30 PM,/Date(1714678200000-0400)/,23.1,27.0,30.0,NBA,DraftKings,2149,2025-09-18T02:39:27.585257+00:00,1276,1308780,0
Jalen Brunson,NYK,PG,9700,47.1,53.24,64.75,44.36,67.33,91.0,5.488659793814434,13880,PHI,PHI,NYK@PHI 6:00 PM,/Date(1714687200000-0400)/,46.4,24.0,30.0,NBA,DraftKings,2149,2025-09-18T02:39:27.585257+00:00,1039,1308764,0
Tobias Harris,PHI,SF/PF,5500,46.8,24.12,9.5,23.44,40.27,85.0,4.385454545454546,13880,PHI,NYK,NYK@PHI 6:00 PM,/Date(1714687200000-0400)/,32.7,4.0,30.0,NBA,DraftKings,2149,2025-09-18T02:39:27.585257+00:00,241,1308777,0
Myles Turner,IND,C,7200,44.8,40.82,14.25,25.01,47.46,86.0,5.669444444444444,13879,IND,MIL,MIL@IND 3:30 PM,/Date(1714678200000-0400)/,33.2,14.0,30.0,NBA,DraftKings,2149,2025-09-18T02:39:27.585257+00:00,175,1308772,0
Andrew Nembhard,IND,PG/SG,4900,40.9,26.93,32.25,15.24,29.2,83.0,5.495918367346938,13879,IND,MIL,MIL@IND 3:30 PM,/Date(1714678200000-0400)/,20.1,25.0,30.0,NBA,DraftKings,2149,2025-09-18T02:39:27.585257+00:00,1548,1308781,0
Bobby Portis,MIL,PF/C,7700,38.3,45.3,42.75,21.58,45.3,83.0,5.883116883116883,13879,IND,IND,MIL@IND 3:30 PM,/Date(1714678200000-0400)/,28.1,1.0,30.0,NBA,DraftKings,2149,2025-09-18T02:39:27.585257+00:00,114,1308770,0
Nicolas Batum,PHI,PF,3500,36.1,15.93,30.75,11.57,26.59,75.0,4.551428571428572,13880,PHI,NYK,NYK@PHI 6:00 PM,/Date(1714687200000-0400)/,16.9,11.0,30.0,NBA,DraftKings,2149,2025-09-18T02:39:27.585257+00:00,273,1308790,0
Kelly Oubre Jr.,PHI,SG/SF,5200,33.9,25.49,29.25,20.04,42.12,84.0,4.901923076923077,13880,PHI,NYK,NYK@PHI 6:00 PM,/Date(1714687200000-0400)/,27.6,2.0,30.0,NBA,DraftKings,2149,2025-09-18T02:39:27.585257+00:00,265,1308779,0
OG Anunoby,NYK,SF/PF,6000,30.3,28.44,38.75,19.36,34.14,85.0,4.74,13880,PHI,PHI,NYK@PHI 6:00 PM,/Date(1714687200000-0400)/,27.4,13.0,30.0,NBA,DraftKings,2149,2025-09-18T02:39:27.585257+00:00,828,1308774,0
Josh Hart,NYK,SF/PF,7400,29.9,40.79,46.0,25.35,50.27,84.0,5.512162162162162,13880,PHI,PHI,NYK@PHI 6:00 PM,/Date(1714687200000-0400)/,29.6,29.0,30.0,NBA,DraftKings,2149,2025-09-18T02:39:27.585257+00:00,875,1308771,0
Pascal Siakam,IND,SF/PF,8600,29.1,41.8,35.75,27.3,51.57,88.0,4.8604651162790695,13879,IND,MIL,MIL@IND 3:30 PM,/Date(1714678200000-0400)/,39.5,18.0,30.0,NBA,DraftKings,2149,2025-09-18T02:39:27.585257+00:00,686,1308768,0
