player_name,team,pos,salary,actual_own_pct,contest_id,sport,site,slate_id,scraped_at,player_id,salary_id
Stephen Curry,GSW,PG,8700,95.23,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,296,1281829
Desmond Bane,MEM,PG/SG,8100,91.01,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1362,1281834
Jaren Jackson Jr.,MEM,PF/C,8200,90.46,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1059,1281833
Gregory Jackson,MEM,SF/PF,6000,55.28,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1714,1281847
Jonathan Kuminga,GSW,PF,6600,46.42,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1424,1281842
Klay Thompson,GSW,SG/SF,5900,35.38,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,308,1281848
Draymond Green,GSW,PF/C,6400,29.84,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,300,1281844
Trayce Jackson-Davis,GSW,C,4900,29.16,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1683,1281861
Santi Aldama,MEM,PF/C,6100,28.34,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1441,1281845
John Konchar,MEM,SG/SF,4500,25.85,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1229,1281868
Jake LaRavia,MEM,SF,4600,19.13,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1606,1281866
Andrew Wiggins,GSW,SF/PF,5000,17.44,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,513,1281860
Brandin Podziemski,GSW,PG/SG,5700,16.88,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1685,1281849
Chris Paul,GSW,PG,5500,12.41,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,318,1281853
DeJon Jarreau,MEM,PG,4000,1.43,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1465,1281880
Trey Jemison,MEM,C,4200,1.38,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1699,1281876
Jordan Goodwin,MEM,PG,4100,95.0,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1474,1281879
Gary Payton II,GSW,SG/SF,3100,38.0,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,762,1281893
Vince Williams Jr.,MEM,SG/SF,6500,15.0,158555,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1604,1281843
Jayson Tatum,BOS,SF/PF,9900,97.11,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,802,1281933
Damian Lillard,MIL,PG,9100,94.5,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,526,1281934
Kristaps Porzingis,BOS,PF/C,7900,74.43,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,52,1281938
Jaylen Brown,BOS,SG/SF,8700,69.56,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,658,1281936
Derrick White,BOS,PG/SG,7500,59.75,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,902,1281940
Bobby Portis,MIL,PF/C,6000,58.56,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,114,1281947
Khris Middleton,MIL,SF,6200,52.04,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,188,1281945
Brook Lopez,MIL,C,5700,27.21,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,34,1281948
Payton Pritchard,BOS,PG,5000,18.03,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1277,1281952
Al Horford,BOS,PF/C,6300,15.19,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,200,1281943
Malik Beasley,MIL,SG,4600,13.1,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,781,1281955
Patrick Beverley,MIL,PG/SG,4000,5.95,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,420,1281957
Jae Crowder,MIL,SF/PF,3300,4.08,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,3,1281969
Luke Kornet,BOS,C,4800,1.76,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,820,1281953
Pat Connaughton,MIL,SG/SF,3500,1.7,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,517,1281964
AJ Green,MIL,PG/SG,3100,79.0,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1549,1281974
Giannis Antetokounmpo,MIL,PF/C,11400,74.0,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,178,1281931
Svi Mykhailiuk,BOS,SG/SF,3300,17.0,158566,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1023,1281970
Jarrett Allen,CLE,C,8100,94.9,158568,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,814,1282008
Darius Garland,CLE,PG,7800,92.29,158568,NBA,DraftKings,2104,2025-09-18T02:28:39.365211+00:00,1135,1282009
