player_name,team,pos,salary,actual_own_pct,contest_id,sport,site,slate_id,scraped_at,player_id,salary_id
Daniel Gafford,DAL,C,5300,89.38,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1132,1310345
Jalen Williams,OKC,PG/SF,7400,83.99,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1621,1310336
Al Horford,BOS,PF/C,5500,63.88,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,200,1310344
Shai Gilgeous-Alexander,OKC,PG,9600,63.45,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1016,1310330
Jayson Tatum,BOS,SF/PF,9300,62.66,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,802,1310331
Isaiah Joe,OKC,SG/SF,3100,51.44,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1284,1310365
Jrue Holiday,BOS,PG,5600,41.78,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,393,1310343
Derrick White,BOS,PG/SG,6600,34.9,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,902,1310340
Cason Wallace,OKC,PG/SG,3300,33.94,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1730,1310360
Chet Holmgren,OKC,C,7000,29.77,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1623,1310338
Darius Garland,CLE,PG,6100,24.37,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1135,1310341
PJ Washington,DAL,PF/C,5800,24.37,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1173,1310342
Donovan Mitchell,CLE,PG/SG,8900,21.67,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,927,1310332
Dereck Lively II,DAL,C,4200,20.8,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1702,1310351
Caris LeVert,CLE,PG/SG,4600,20.63,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,664,1310349
Tim Hardaway Jr.,DAL,SG/SF,3600,16.97,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,198,1310356
Luguentz Dort,OKC,SF,4700,15.84,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1246,1310348
Luka Doncic,DAL,PG,11400,14.53,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1044,1310329
Evan Mobley,CLE,PF/C,7600,13.4,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1405,1310335
Payton Pritchard,BOS,PG,4100,12.36,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1277,1310352
Josh Green,DAL,SF/PF,3400,9.83,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1349,1310359
Max Strus,CLE,SG/SF,5000,9.75,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1106,1310347
Jaylen Brown,BOS,SG/SF,7800,7.57,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,658,1310334
Aaron Wiggins,OKC,SF,3900,7.48,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1448,1310354
Jaylin Williams,OKC,C,3300,6.27,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1622,1310361
Derrick Jones Jr.,DAL,SF/PF,4400,4.87,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,744,1310350
Kyrie Irving,DAL,PG/SG,8400,4.53,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,125,1310333
Isaac Okoro,CLE,SF/PF,4000,3.83,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1291,1310353
Josh Giddey,OKC,PG/SG,5200,2.0,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1445,1310346
Marcus Morris Sr.,CLE,SF/PF,3000,61.0,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,157,1310367
Gordon Hayward,OKC,SF/PF,3000,44.0,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,560,1310398
Georges Niang,CLE,SF/PF,3000,44.0,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,701,1310368
Dante Exum,DAL,PG/SG,3000,9.0,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,556,1310380
Jaden Hardy,DAL,PG/SG,3000,9.0,162349,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1588,1310377
Daniel Gafford,DAL,C,5300,52.09,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1132,1310345
PJ Washington,DAL,PF/C,5800,46.77,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1173,1310342
Shai Gilgeous-Alexander,OKC,PG,9600,45.38,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1016,1310330
Jalen Williams,OKC,PG/SF,7400,39.24,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1621,1310336
Donovan Mitchell,CLE,PG/SG,8900,38.21,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,927,1310332
Jayson Tatum,BOS,SF/PF,9300,37.41,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,802,1310331
Caris LeVert,CLE,PG/SG,4600,34.64,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,664,1310349
Evan Mobley,CLE,PF/C,7600,33.8,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1405,1310335
Derrick White,BOS,PG/SG,6600,30.98,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,902,1310340
Luka Doncic,DAL,PG,11400,30.81,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1044,1310329
Tim Hardaway Jr.,DAL,SG/SF,3600,30.11,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,198,1310356
Darius Garland,CLE,PG,6100,28.73,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1135,1310341
Chet Holmgren,OKC,C,7000,26.37,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1623,1310338
Al Horford,BOS,PF/C,5500,25.3,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,200,1310344
Luguentz Dort,OKC,SF,4700,25.19,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1246,1310348
Jaylen Brown,BOS,SG/SF,7800,24.85,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,658,1310334
Payton Pritchard,BOS,PG,4100,23.61,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,1277,1310352
Derrick Jones Jr.,DAL,SF/PF,4400,22.64,162350,NBA,DraftKings,2158,2025-09-18T02:41:50.837763+00:00,744,1310350
