bucket,n_slates,mae_A_mean,mae_A_median,mae_A_std,mae_B_mean,mae_B_median,mae_B_std,mae_C_mean,mae_C_median,mae_C_std,A_better,C_better
0-10,2,2.750874228548029,2.750874228548029,0.3196366074290442,3.7707226763761303,3.7707226763761303,0.1474593120332377,1.6632256039516287,1.6632256039516287,0.7003071195317754,True,True
10-20,2,6.17345316927249,6.17345316927249,0.6758111448520938,2.9514341372354727,2.9514341372354727,0.689026798563737,6.1229407676758445,6.1229407676758445,0.11011149919190188,False,False
20-30,2,7.191093081688871,7.191093081688871,0.017353626891705165,5.876319450979796,5.876319450979796,0.03371605868934546,7.6113700751695355,7.6113700751695355,0.3487165252062834,False,False
30+,2,4.466147707574007,4.466147707574007,2.255617044836777,6.5989502431093,6.5989502431093,1.5455384093113236,4.095065345490031,4.095065345490031,2.191696304018891,True,True
