Player,Team,Exp_2.0,Starter,Exp_2.5,Exp_3.0
Taylor Hendricks,UTA,5.8745138918189115,0,4.00019530590068,2.651803404103082
Andre Jackson Jr.,MIL,5.49923750602758,0,3.8202269813631013,2.60937535509767
Yang Hansen,POR,5.5312103774466745,0,3.8309896414583506,2.5981496607223353
Myron Gardner,MIA,5.060982843986754,0,3.5811955469753864,2.503837332486995
Khaman Maluach,PHX,5.1455918308971045,0,3.483573438453056,2.319864502261875
Kyle Lowry,PHI,5.3480988260231355,0,3.5345347182944318,2.282408495198156
Pacôme Dadiet,NYK,5.400584669113804,0,3.5373046288921395,2.27648740510305
Doug McDermott,SAC,4.981371605785085,0,3.3408537379487937,2.2093818954064552
Garrett Temple,TOR,5.284898332909716,0,3.452591600123596,2.2063562345169205
Caleb Houstan,ATL,4.917101471626937,0,3.264604154286478,2.1376903466833785
Hunter Sallis,PHI,5.025044463233032,0,3.2696996302396473,2.0787588091394777
Matisse Thybulle,POR,4.742906241305291,0,3.161123263357278,2.0630070295799534
Asa Newell,ATL,4.739672896473418,0,3.1180245369232322,2.0230359273840213
Caleb Martin,DAL,4.8753703771060515,0,3.1222876026007778,1.9563130373480775
GG Jackson,MEM,4.6489054999573645,1,2.9971307510064236,1.9004418094347717
Anthony Gill,WAS,4.2154492096766285,0,2.8475323338028655,1.8935404687880757
Tyrese Proctor,CLE,4.46506621105496,0,2.917510447556742,1.883766543317146
Joan Beringer,MIN,4.5697660254025365,0,2.953128027201732,1.868006319916552
Keaton Wallace,ATL,4.41147545495571,0,2.850518733871472,1.8165896724163972
Jonathan Mogbo,TOR,4.501067741131718,0,2.8248399701303626,1.7341793172281166
Dejounte Murray,NOP,3.9203021860751117,0,2.561350727272406,1.6459296395237575
Marcus Sasser,DET,4.183281909282617,0,2.644001986767466,1.6415732944377341
Jonathan Isaac,ORL,4.54613776646338,0,2.759695778497687,1.637766510110285
Cam Christie,LAC,4.097333950378396,0,2.5540870692800013,1.5604635342282924
Jae'Sean Tate,HOU,3.9236842139524954,0,2.4432297556076668,1.491900802547091
Jahmai Mashack,MEM,3.8509195155966687,0,2.368497029015333,1.4327656531177908
Carter Bryant,SAS,3.6240537321978357,0,2.279559015017867,1.407720758450325
Leonard Miller,MIN,3.6864650648086204,0,2.2577584325357307,1.353482292716793
Rasheer Fleming,PHX,3.575879705783029,0,2.2103417633678606,1.3439526575627905
Kelly Olynyk,SAS,3.4717997269947536,0,2.160483160869199,1.3199472320428467
Craig Porter Jr.,CLE,3.285977943453109,0,1.9886499599162297,1.1892747283286453
Lindy Waters III,SAS,3.174090435988802,0,1.9314420195281838,1.1538610603426591
AJ Johnson,WAS,3.01841001865927,0,1.8755844784806703,1.1472977723080036
Johnny Juzang,MIN,3.2799277309927684,0,1.9509456151225197,1.1358835405856818
Johni Broome,PHI,3.319710223403053,0,1.9474135701303394,1.1162063868089012
Christian Koloko,MEM,3.234628706087868,0,1.9045739389157843,1.1029736914240535
Dario Šarić,SAC,3.1261593658456475,0,1.866101142613022,1.098408917772938
Yanic Konan Niederhäuser,LAC,3.182529081373483,0,1.8624064694385072,1.0682186404626264
DaRon Holmes II,DEN,3.1686448944558037,0,1.8398727113856628,1.049209397161804
Amir Coffey,MIL,2.9537973367449695,0,1.7566568753661482,1.0271973325788117
Orlando Robinson,ORL,3.1348313366166334,0,1.734106207825467,0.9377981391392979
Paul Reed,DET,2.84965510664074,0,1.6362728987614121,0.9229390688743276
Duop Reath,POR,2.754063666554398,0,1.6023346568938222,0.9128404200989384
Mohamed Diawara,NYK,2.892118880603281,0,1.6204724959001766,0.8921303085950147
Jordan McLaughlin,SAS,2.640397505649458,0,1.5344198112004739,0.8754443482672932
Rayan Rupert,POR,2.6463233547060763,0,1.52436649108419,0.8598016276978812
Jamison Battle,TOR,2.6756054138977663,0,1.4744396315909418,0.7947925318336926
Jeff Green,HOU,2.4899962119473553,0,1.3838694049686193,0.7542180232408476
Pat Connaughton,CHA,2.4802828748004973,0,1.3745786634586237,0.7490096218943691
Chris Youngblood,OKC,2.3661189539747443,0,1.337186256311748,0.7428268722886943
Miles Kelly,DAL,2.4490006702008027,0,1.320381761731027,0.6964826204740829
Nick Richards,PHX,2.2194969363315002,0,1.217724352427076,0.6571907536298761
Javonte Cooke,POR,2.2033567734654858,0,1.2123884425306952,0.6532225008534505
Pete Nance,MIL,2.1213161021834392,0,1.1613625229586597,0.6251596277698144
Tosan Evbuomwan,NYK,2.1586116260061616,0,1.1241897677885209,0.5752622170395942
Taelon Peter,IND,2.080183041920863,0,1.1017612510517696,0.5703489388485146
JD Davison,HOU,2.0472909749924115,0,1.0834807878063628,0.5623001957239757
Damian Lillard,POR,1.8971264562549337,0,1.0055556419483744,0.5218892115988367
Jamal Cain,ORL,2.072965945837926,0,1.0340658081709757,0.5042853469068127
Hunter Tyson,DEN,1.8736403951439544,0,0.954011512384379,0.4770689775960445
Kevin McCullar Jr.,NYK,1.5679590654605309,0,0.753858591775835,0.35612803518935865
