game_date,rows,coverage_rolling,coverage_global,coverage_raw,improvement_vs_global,improvement_vs_raw
2025-10-21,35,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.0,0.0
2025-10-22,204,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,0.0
2025-10-23,284,0.43661971830985913,0.43661971830985913,0.43661971830985913,0.0,0.0
2025-10-24,170,0.49411764705882355,0.5,0.5,-0.00588235294117645,-0.00588235294117645
2025-10-25,385,0.43116883116883115,0.43376623376623374,0.43376623376623374,-0.0025974025974025983,-0.0025974025974025983
2025-10-26,313,0.43130990415335463,0.4440894568690096,0.4440894568690096,-0.012779552715654952,-0.012779552715654952
2025-10-27,137,0.45255474452554745,0.45255474452554745,0.45255474452554745,0.0,0.0
2025-10-28,385,0.44675324675324674,0.44675324675324674,0.44675324675324674,0.0,0.0
2025-10-29,240,0.4083333333333333,0.4125,0.4125,-0.004166666666666652,-0.004166666666666652
2025-10-30,248,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.0,0.0
2025-10-31,208,0.46634615384615385,0.47115384615384615,0.47115384615384615,-0.004807692307692291,-0.004807692307692291
2025-11-01,176,0.4659090909090909,0.4659090909090909,0.4659090909090909,0.0,0.0
2025-11-17,175,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.0,0.0
2025-11-18,281,0.4377224199288256,0.4377224199288256,0.4377224199288256,0.0,0.0
