bucket,mae_A_mean,mae_B_mean,mae_A_median,mae_B_median,mae_A_std,mae_B_std,n_slates,A_better
0-10,1.8792470417918923,3.7363830792933004,2.3112899174724206,3.66770388512764,0.6482930646380115,0.12982519654969168,3,True
10-20,6.17271506030751,3.6169108364234486,6.233052266867746,3.6404609357992097,0.11418401194340103,1.0964596483304387,3,False
20-30,7.390948845995155,5.6769116241137185,7.262653549963252,5.842603392290451,0.42218461188140616,0.2833457450535168,3,False
30+,4.58002070545644,6.785390120465795,5.549931425389255,7.158269875178785,1.9164338048452583,1.289177634065658,3,True
