game_date,n_players,n_teams,has_labels,error,mae_A,mae_B,mae_delta,rmse_A,rmse_B,top5_sum_A,top5_sum_B,max_minutes_A,max_minutes_B,gini_A,gini_B,roster_size_A,roster_size_B,bench_crush_A,bench_crush_B,A_wins_mae,A_wins_top5
2025-12-14,309,22,True,,4.442369921616672,4.787761986468489,-0.3453920648518167,6.842406290033757,7.355043385913849,129.18961343593278,170.4142366439823,39.987969037259205,87.86410998999072,0.19361162100752438,0.11958053648579604,8.272727272727273,8.272727272727273,19.34532247807404,74.9241324981242,True,False
2025-12-15,174,10,True,,4.5386269065631355,5.10895251926969,-0.5703256127065544,6.927133086822735,7.814064894282135,166.52184315896653,146.00067818616094,39.44530893507161,31.32550831336716,0.3008978968598597,0.17183248103079513,11.0,11.0,9.168307470751031,14.817695738998333,True,True
2025-12-16,35,2,True,,3.2245608830143446,4.361355907683357,-1.136795024669012,5.506441324455496,6.771942734374875,178.42560124615215,149.74892507841605,39.36436479883378,31.187813109850186,0.3497300025259443,0.19177903076979363,11.0,11.0,4.279901445420024,14.730925994661598,True,True
