game_date,rows,coverage_rolling,coverage_global,coverage_raw,improvement_vs_global,improvement_vs_raw
2025-10-21,35,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.0,0.0
2025-10-22,204,0.4215686274509804,0.4215686274509804,0.4215686274509804,0.0,0.0
2025-10-23,284,0.41901408450704225,0.41901408450704225,0.41901408450704225,0.0,0.0
2025-10-24,170,0.49411764705882355,0.5,0.5,-0.00588235294117645,-0.00588235294117645
2025-10-25,385,0.4779220779220779,0.4805194805194805,0.4805194805194805,-0.0025974025974025983,-0.0025974025974025983
2025-10-26,313,0.4504792332268371,0.4504792332268371,0.4504792332268371,0.0,0.0
2025-10-27,137,0.4744525547445255,0.4744525547445255,0.4744525547445255,0.0,0.0
2025-10-28,385,0.4675324675324675,0.4675324675324675,0.4675324675324675,0.0,0.0
2025-10-29,240,0.42916666666666664,0.4375,0.4375,-0.00833333333333336,-0.00833333333333336
2025-10-30,248,0.4838709677419355,0.4879032258064516,0.4879032258064516,-0.0040322580645161255,-0.0040322580645161255
2025-10-31,208,0.47596153846153844,0.47596153846153844,0.47596153846153844,0.0,0.0
2025-11-01,176,0.4659090909090909,0.4715909090909091,0.4715909090909091,-0.005681818181818232,-0.005681818181818232
2025-11-17,175,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.0,0.0
2025-11-18,281,0.43416370106761565,0.4412811387900356,0.4412811387900356,-0.007117437722419961,-0.007117437722419961
