bucket,n_slates,mae_A_mean,mae_A_median,mae_A_std,mae_B_mean,mae_B_median,mae_B_std,mae_C_mean,mae_C_median,mae_C_std,A_better,C_better
0-10,9,4.208570895796593,3.070510835977073,2.1535661689582266,4.527523390910901,3.9181819884093683,1.6047222669673842,3.456602710602913,2.363532723483404,2.18414805146289,True,True
10-20,9,6.482968733841176,6.29026758462265,0.7974525182413416,5.276117996823173,4.230945386638612,2.2987613754207126,7.367612946679633,6.316512545745103,1.6508939844751143,False,False
20-30,9,7.140478373792945,7.208446708580577,0.8678520809819511,6.481068855210952,6.453331162548541,0.7501387979754893,7.687741393551802,7.549089113313327,1.1303812489216156,False,False
30+,9,5.615021228967061,6.290593815121882,1.6485817596726164,5.720786815220502,5.405175824953669,1.172666183972859,4.887431051435449,5.524981410504075,1.3487424534850543,True,True
