game_id,player_id,team_id
22500327,1627826,1610612746
22500327,1627884,1610612746
22500327,1628379,1610612737
22500327,1628381,1610612746
22500327,1629027,1610612737
22500327,1629638,1610612737
22500327,1630168,1610612737
22500327,1630249,1610612737
22500327,1630552,1610612737
22500327,1630700,1610612737
22500327,1630811,1610612737
22500327,1631210,1610612737
22500327,1631216,1610612737
22500327,1631243,1610612737
22500327,1641738,1610612746
22500327,1641757,1610612746
22500327,1642258,1610612737
22500327,1642353,1610612746
22500327,1642365,1610612737
22500327,1642368,1610612737
22500327,1642854,1610612737
22500327,1642920,1610612746
22500327,1642947,1610612737
22500327,1642949,1610612746
22500327,1643141,1610612746
22500328,203486,1610612766
22500328,203903,1610612752
22500328,1626157,1610612752
22500328,1626192,1610612766
22500328,1627824,1610612752
22500328,1628384,1610612752
22500328,1628404,1610612752
22500328,1628969,1610612752
22500328,1628970,1610612766
22500328,1628973,1610612752
22500328,1629011,1610612752
22500328,1629012,1610612766
22500328,1629013,1610612752
22500328,1629684,1610612766
22500328,1630163,1610612766
22500328,1630182,1610612766
22500328,1630540,1610612752
22500328,1630544,1610612766
22500328,1630574,1610612752
22500328,1631217,1610612766
22500328,1641706,1610612766
22500328,1641750,1610612766
22500328,1641755,1610612752
22500328,1641787,1610612752
22500328,1641809,1610612766
22500328,1641810,1610612766
22500328,1641998,1610612752
22500328,1642275,1610612766
22500328,1642278,1610612752
22500328,1642354,1610612766
22500328,1642359,1610612752
22500328,1642851,1610612766
22500328,1642862,1610612766
22500328,1642883,1610612766
22500328,1642885,1610612752
22500329,202696,1610612741
22500329,1628380,1610612741
22500329,1628975,1610612741
22500329,1628989,1610612741
22500329,1629008,1610612751
22500329,1629312,1610612751
22500329,1629611,1610612751
22500329,1629632,1610612741
22500329,1629651,1610612751
22500329,1630171,1610612741
22500329,1630172,1610612741
22500329,1630188,1610612741
22500329,1630200,1610612741
22500329,1630245,1610612741
22500329,1630533,1610612751
22500329,1630549,1610612751
22500329,1630560,1610612751
22500329,1630581,1610612741
22500329,1630592,1610612751
22500329,1630604,1610612751
22500329,1630623,1610612751
22500329,1631207,1610612741
22500329,1631213,1610612751
22500329,1641730,1610612751
22500329,1641763,1610612741
22500329,1641801,1610612741
22500329,1641824,1610612741
22500329,1642280,1610612741
22500329,1642849,1610612751
22500329,1642855,1610612741
22500329,1642856,1610612751
22500329,1642874,1610612751
22500329,1642879,1610612751
22500329,1642950,1610612741
22500329,1642962,1610612751
22500330,201142,1610612745
22500330,201145,1610612745
22500330,201566,1610612758
22500330,201942,1610612758
22500330,203471,1610612758
22500330,203500,1610612745
22500330,203897,1610612758
22500330,203926,1610612758
22500330,203967,1610612758
22500330,203991,1610612745
22500330,1627734,1610612758
22500330,1627827,1610612745
22500330,1627832,1610612745
22500330,1628370,1610612758
22500330,1628988,1610612745
22500330,1629006,1610612745
22500330,1629234,1610612758
22500330,1630173,1610612758
22500330,1630256,1610612745
22500330,1630578,1610612745
22500330,1631095,1610612745
22500330,1631099,1610612758
22500330,1631106,1610612745
22500330,1631120,1610612745
22500330,1631165,1610612758
22500330,1631342,1610612758
22500330,1641708,1610612745
22500330,1641815,1610612758
22500330,1641890,1610612745
22500330,1642263,1610612745
22500330,1642269,1610612758
22500330,1642363,1610612758
22500330,1642384,1610612745
22500330,1642875,1610612758
22500330,1642928,1610612758
22500331,202699,1610612765
22500331,203507,1610612749
22500331,203648,1610612749
22500331,203914,1610612749
22500331,1626167,1610612749
22500331,1626171,1610612749
22500331,1627747,1610612765
22500331,1627752,1610612749
22500331,1628398,1610612749
22500331,1629018,1610612749
22500331,1629130,1610612765
22500331,1629599,1610612749
22500331,1629645,1610612749
22500331,1629750,1610612765
22500331,1630175,1610612749
22500331,1630191,1610612765
22500331,1630194,1610612765
22500331,1630579,1610612749
22500331,1630595,1610612765
22500331,1630828,1610612749
22500331,1631093,1610612765
22500331,1631105,1610612765
22500331,1631111,1610612765
22500331,1631157,1610612749
22500331,1631204,1610612765
22500331,1631250,1610612749
22500331,1631260,1610612749
22500331,1641709,1610612765
22500331,1641748,1610612749
22500331,1641752,1610612765
22500331,1641813,1610612749
22500331,1641842,1610612765
22500331,1642403,1610612765
22500331,1642404,1610612765
22500331,1642449,1610612765
22500331,1642450,1610612765
22500332,202681,1610612742
22500332,202691,1610612742
22500332,203076,1610612742
22500332,203939,1610612742
22500332,203952,1610612748
22500332,203957,1610612742
22500332,1626156,1610612742
22500332,1626179,1610612748
22500332,1626181,1610612748
22500332,1628389,1610612748
22500332,1628997,1610612742
22500332,1629023,1610612742
22500332,1629639,1610612748
22500332,1629655,1610612742
22500332,1630230,1610612742
22500332,1630314,1610612742
22500332,1630558,1610612748
22500332,1630619,1610612742
22500332,1630696,1610612748
22500332,1630702,1610612742
22500332,1631107,1610612748
22500332,1631108,1610612742
22500332,1631170,1610612748
22500332,1631323,1610612748
22500332,1641726,1610612742
22500332,1641796,1610612748
22500332,1642066,1610612748
22500332,1642276,1610612748
22500332,1642352,1610612748
22500332,1642443,1610612748
22500332,1642843,1610612742
22500332,1642857,1610612748
22500332,1642884,1610612748
22500332,1642939,1610612742
22500332,1642948,1610612742
