game_id,player_id,team_id
22500324,201950,1610612757
22500324,203081,1610612757
22500324,203924,1610612757
22500324,1626204,1610612739
22500324,1628366,1610612739
22500324,1628378,1610612739
22500324,1628386,1610612739
22500324,1628418,1610612739
22500324,1629057,1610612757
22500324,1629622,1610612739
22500324,1629631,1610612739
22500324,1629636,1610612739
22500324,1629680,1610612757
22500324,1629731,1610612739
22500324,1630166,1610612757
22500324,1630241,1610612739
22500324,1630596,1610612739
22500324,1630703,1610612757
22500324,1631101,1610612757
22500324,1631104,1610612757
22500324,1631126,1610612757
22500324,1631200,1610612757
22500324,1631247,1610612739
22500324,1631321,1610612757
22500324,1631451,1610612757
22500324,1641712,1610612757
22500324,1641739,1610612757
22500324,1641753,1610612739
22500324,1641772,1610612739
22500324,1641854,1610612739
22500324,1641871,1610612757
22500324,1642270,1610612757
22500324,1642281,1610612739
22500324,1642878,1610612739
22500324,1642905,1610612757
22500325,202685,1610612743
22500325,203501,1610612743
22500325,203932,1610612743
22500325,203999,1610612743
22500325,204456,1610612754
22500325,1627750,1610612743
22500325,1627783,1610612754
22500325,1628396,1610612754
22500325,1628971,1610612743
22500325,1629614,1610612754
22500325,1629618,1610612743
22500325,1629661,1610612743
22500325,1629726,1610612754
22500325,1630167,1610612754
22500325,1630169,1610612754
22500325,1630174,1610612754
22500325,1630192,1610612743
22500325,1630526,1610612754
22500325,1630543,1610612754
22500325,1630643,1610612754
22500325,1630679,1610612754
22500325,1631097,1610612754
22500325,1631124,1610612743
22500325,1631128,1610612743
22500325,1631212,1610612743
22500325,1631245,1610612754
22500325,1641716,1610612754
22500325,1641747,1610612743
22500325,1641767,1610612754
22500325,1641816,1610612743
22500325,1642277,1610612754
22500325,1642461,1610612743
22500325,1642880,1610612754
22500325,1642926,1610612743
22500325,1642938,1610612743
22500325,1643007,1610612754
22500326,202687,1610612759
22500326,203084,1610612759
22500326,203482,1610612759
22500326,1626145,1610612753
22500326,1628368,1610612759
22500326,1628371,1610612753
22500326,1628436,1610612759
22500326,1628976,1610612753
22500326,1629021,1610612753
22500326,1629048,1610612753
22500326,1629162,1610612759
22500326,1629640,1610612759
22500326,1630170,1610612759
22500326,1630217,1610612753
22500326,1630322,1610612759
22500326,1630532,1610612753
22500326,1630577,1610612759
22500326,1630591,1610612753
22500326,1630658,1610612753
22500326,1631094,1610612753
22500326,1631110,1610612759
22500326,1631115,1610612753
22500326,1631127,1610612759
22500326,1631288,1610612753
22500326,1641705,1610612759
22500326,1641710,1610612753
22500326,1641724,1610612753
22500326,1641783,1610612753
22500326,1642264,1610612759
22500326,1642357,1610612759
22500326,1642434,1610612759
22500326,1642844,1610612759
22500326,1642859,1610612753
22500326,1642868,1610612759
22500326,1642869,1610612753
22500327,101108,1610612746
22500327,201572,1610612746
22500327,201587,1610612746
22500327,201935,1610612746
22500327,202695,1610612746
22500327,203078,1610612746
22500327,203992,1610612746
22500327,204001,1610612737
22500327,1627739,1610612746
